assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,1,28,1,0.0,15,0.0,0.0,0.0,0.47,2,0,0,2.8,28.0,2024-08-17,90,20,0,0,0,0,1,3,2143198,1,0,2,0.0,8,0,0,0,55,True,0,0,0,0.0,90,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666295,0.0,0,0,0,0.0,0.4988786280155182,0.4988786280155182,2,5,1,5.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,27,1,0.0,15,0.0,0.0,0.0,1.28,11,0,0,2.8,28.2,2024-08-24,90,2,0,0,0,0,2,3,2377063,1,2,0,0.0,10,-16603,71675,88278,55,False,0,0,0,0.0,90,Aston Villa,Arsenal,0,2,26618,2024,668275,0.0,0,0,0,0.0,0.0,0.0,5,4,2,10.0,GK,0.33,0.0,0.0,0.0,0.16,0.0,0.0,0.93,9.33,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.67,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,1.67,714399.33
0,0,8,0,0.0,15,0.01,0.01,0.0,1.83,21,1,0,3.4,33.6,2024-08-31,90,5,0,0,0,0,3,3,2865351,1,1,1,0.0,2,288962,394083,105121,55,True,1,0,0,0.0,90,Arsenal,Brighton,1,1,26622,2024,671508,0.0,0,0,0,0.0,0.047767162322998,0.047767162322998,2,5,3,7.7,GK,0.67,0.0,0.0,0.0,0.58,0.0,0.0,1.87,18.73,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,0.67,0.67,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,5.0,1506753.67
0,2,33,1,0.0,15,0.0,0.0,0.0,0.74,39,0,0,4.1,41.0,2024-09-15,90,18,0,0,0,0,4,5,2823889,1,1,0,0.0,9,-96805,175717,272522,55,False,0,0,0,0.0,90,Tottenham,Arsenal,0,1,26640,2024,674318,0.0,0,0,0,0.0,0.0,0.0,5,4,4,8.2,GK,0.67,0.0,0.0,0.0,1.19,0.33,0.0,3.0,29.93,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,3.0,1.0,1.0,1.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,7.57,2461870.67
0,0,21,0,0.0,15,0.0,0.0,0.0,2.16,47,2,0,6.3,63.0,2024-09-22,90,13,0,0,0,0,5,9,2945014,1,2,2,0.0,4,76246,157350,81104,55,False,0,0,0,0.0,90,Manchester City,Arsenal,2,2,26651,2024,676599,0.0,0,0,0,0.0,0.0,0.0,5,5,5,6.2,GK,0.67,0.0,0.0,0.0,1.28,0.33,0.0,3.43,34.27,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,3.67,1.0,1.33,0.33,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,8.63,2688767.67
0,0,1,0,0.0,15,0.0,0.0,0.0,0.32,51,2,0,1.1,10.8,2024-09-28,90,11,0,0,0,0,6,1,3172537,1,2,4,0.0,1,187739,492448,304709,56,True,0,0,0,0.0,90,Arsenal,Leicester,4,2,26655,2024,677833,0.0,0,0,0,0.0,0.077316515147686,0.077316515147686,2,5,6,4.7,GK,0.33,0.0,0.0,0.0,1.58,1.0,0.0,4.6,45.87,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,5.67,1.0,1.33,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,7.37,2878084.67
0,0,6,0,0.0,15,0.0,0.0,0.0,0.65,61,1,0,0.8,8.0,2024-10-05,90,17,0,0,0,0,7,1,3344605,1,1,3,0.0,2,123059,192663,69604,56,True,0,0,0,0.0,90,Arsenal,Southampton,3,1,26666,2024,679514,0.0,0,0,0,0.0,0.2101712971925735,0.2101712971925735,2,5,7,5.5,GK,0.33,0.0,0.0,0.0,1.07,1.33,0.0,3.83,38.27,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.67,2.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,6.37,2980480.0
0,0,0,0,0.0,15,0.0,0.0,0.0,1.82,71,2,0,1.2,11.8,2024-10-19,90,3,0,0,0,0,8,2,3429779,1,0,2,0.0,1,54012,128397,74385,57,False,0,0,0,0.0,90,Bournemouth,Arsenal,2,0,26680,2024,681579,0.0,0,0,0,0.0,0.0,0.0,5,3,8,2.3,GK,0.0,0.0,0.0,0.0,1.04,1.67,0.0,2.73,27.27,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.67,1.0,1.67,3.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.47,3154052.0
0,0,2,0,0.0,15,0.0,0.0,0.0,0.85,81,2,0,2.0,19.6,2024-10-27,90,12,0,0,0,0,9,2,3259267,1,2,2,0.0,0,-161805,18442,180247,57,True,1,0,0,0.0,90,Arsenal,Liverpool,2,2,26691,2024,683695,0.0,0,0,0,0.0,0.2436051219701767,0.2436051219701767,5,5,9,1.0,GK,0.0,0.0,0.0,0.0,0.93,1.67,0.0,1.03,10.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.33,1.0,1.0,3.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.17,3315640.33
0,0,11,0,0.0,15,0.0,0.0,0.0,0.53,96,1,0,2.3,22.8,2024-11-02,90,15,0,0,0,0,10,3,3200996,1,0,1,0.0,3,-82991,36349,119340,56,False,0,0,0,0.0,90,Newcastle United,Arsenal,1,0,26694,2024,684666,0.0,0,0,0,0.0,0.0504103824496269,0.0504103824496269,5,4,10,2.3,GK,0.0,0.0,0.0,0.0,1.11,1.67,0.0,1.33,13.13,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,1.67,1.0,1.0,2.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,2.93,3344550.33
