assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,-5,0,12.8,192,0.01,0.47,0.46,0.95,8,1,0,2.0,0.2,2024-08-18,20,4,0,0,0,0,1,0,40324,0,1,2,7.0,0,0,0,0,55,False,1,0,1,0.5140550136566162,17,Brentford,Crystal Palace,2,1,26609,2024,666822,0.0303977578878402,0,1,0,0.5140550136566162,0.6350775361061096,0.6046797633171082,2,3,1,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,7,0,16.7,192,0.04,0.13,0.09,0.22,15,1,0,2.1,3.2,2024-08-24,27,9,0,0,0,0,2,0,36654,0,1,2,1.0,1,-7156,191,1277,55,False,0,0,1,0.0585256554186344,23,Fulham,Leicester,2,1,26614,2024,667971,0.0462030470371246,0,1,0,0.0585256554186344,0.0462030470371246,0.0462030470371246,2,3,2,0.0,MID,0.0,0.0,0.16,0.15,0.32,0.33,0.0,0.67,0.07,4.27,2.33,6.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.67,0.0,0.0,0.33,0.17,0.01,0.0,0.33,0.0,0.17,0.21,0.2,0.67,13441.33
0,0,13,0,21.3,192,0.04,0.08,0.04,1.46,26,2,0,3.1,8.4,2024-08-31,66,2,0,0,0,0,3,0,30593,1,2,1,1.0,2,-6241,1367,7608,54,True,0,0,1,0.0177099276334047,69,Leicester,Aston Villa,1,2,26626,2024,671820,0.0096669672057032,0,1,0,0.0177099276334047,0.0460767298936843,0.0186998341232538,3,2,3,0.5,MID,0.0,0.02,0.2,0.18,0.39,0.67,0.0,1.37,1.13,9.83,2.67,15.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.67,1.33,0.33,0.0,0.67,0.19,0.03,0.0,0.67,0.0,0.19,0.23,0.22,0.67,25659.33
0,0,4,0,0.8,192,0.01,0.11,0.1,1.56,34,1,0,3.3,7.2,2024-09-14,82,7,0,0,0,0,4,0,28054,1,2,2,25.0,1,-3343,1906,5249,54,False,1,0,2,0.3167288899421692,86,Crystal Palace,Leicester,2,2,26636,2024,673725,0.0,0,0,0,0.3167288899421692,0.4095207750797272,0.1024636626243591,2,2,4,0.5,MID,0.0,0.03,0.23,0.2,0.88,1.33,0.0,2.4,3.93,16.93,3.0,37.67,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.33,1.67,1.0,0.0,1.0,0.2,0.03,0.0,1.0,0.0,0.2,0.24,0.22,0.83,35857.0
0,0,6,0,2.4,192,0.01,0.1,0.09,1.1,45,1,0,1.7,0.0,2024-09-21,90,8,0,0,0,0,5,0,26910,1,1,1,15.0,2,-1505,1391,2896,53,True,0,0,2,0.1127530261874198,90,Leicester,Everton,1,1,26644,2024,675663,0.0,0,0,0,0.1127530261874198,0.1127530261874198,0.0,2,2,5,1.0,MID,0.0,0.03,0.11,0.08,1.08,1.33,0.0,2.83,6.27,12.93,9.0,58.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.67,1.67,1.33,0.0,1.33,0.13,0.02,0.0,0.67,0.0,0.13,0.17,0.06,0.33,31767.0
0,0,3,0,0.0,192,0.0,0.0,0.0,1.18,51,2,0,0.0,0.0,2024-09-28,5,1,0,0,0,0,6,0,23796,0,2,4,0.0,1,-3210,480,3690,53,False,0,0,0,0.0,2,Arsenal,Leicester,4,2,26655,2024,677861,0.0,0,0,0,0.0,0.0,0.0,2,5,6,-0.2,MID,0.0,0.02,0.1,0.08,1.37,1.33,0.0,2.7,5.2,8.17,13.67,79.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,1.33,1.67,0.0,1.67,0.15,0.0,0.0,0.33,0.0,0.15,0.19,0.04,0.67,28519.0
0,0,9,1,6.3,192,0.01,0.01,0.0,1.66,68,0,0,1.0,3.6,2024-10-05,87,3,0,0,0,0,7,0,22314,1,0,1,0.0,2,-1706,778,2484,52,True,1,0,0,0.0,90,Leicester,Bournemouth,1,0,26663,2024,679428,0.0,0,0,0,0.0,0.0,0.0,2,2,7,1.0,MID,0.0,0.01,0.07,0.06,1.28,1.33,0.0,1.67,2.4,1.07,13.33,59.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.67,2.33,1.33,0.0,1.33,0.14,0.0,0.0,0.0,0.0,0.14,0.17,0.03,0.43,26253.33
0,0,24,0,11.1,192,0.01,0.11,0.1,0.04,78,0,1,6.7,35.0,2024-10-19,22,17,0,0,0,0,8,0,21557,0,3,2,21.0,6,-961,649,1610,52,False,0,1,1,0.0571560449898242,19,Southampton,Leicester,2,3,26678,2024,681409,0.0209212861955165,0,1,1,0.0571560449898242,0.3131335079669952,0.2922122180461883,2,2,8,3.5,MID,0.33,0.01,0.04,0.03,1.31,1.0,0.0,0.9,1.2,2.9,5.0,60.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,2.0,1.67,0.0,0.67,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.6,24340.0
0,0,-2,0,1.7,192,0.01,0.01,0.0,0.65,88,0,0,0.2,0.0,2024-10-25,22,16,0,0,0,0,9,0,23132,0,3,1,2.0,0,1296,2058,762,52,True,1,0,0,0.0,20,Leicester,Nottingham Forest,1,3,26682,2024,682634,0.0,0,0,0,0.0,0.0253986343741416,0.0253986343741416,3,2,9,2.7,MID,0.33,0.01,0.04,0.03,0.96,0.67,0.33,2.57,12.87,5.8,7.0,38.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.67,2.33,3.0,0.33,0.33,0.02,0.01,0.0,0.33,0.33,0.02,0.1,0.1,1.43,22555.67
0,1,21,0,0.3,192,0.04,0.79,0.75,0.0,93,0,1,9.0,32.0,2024-11-02,4,10,0,0,0,0,10,0,22869,0,1,1,58.0,7,-319,1658,1977,52,False,0,1,5,1.2973089218139648,2,Ipswich,Leicester,1,1,26695,2024,685019,0.0,0,0,1,1.2973089218139648,1.2973089218139648,0.0,2,2,10,4.3,MID,0.33,0.01,0.04,0.03,0.78,0.0,0.33,2.63,12.87,6.37,7.67,43.67,0.0,0.0,0.0,0.0,0.67,0.0,0.33,2.0,1.33,2.67,0.33,0.33,0.02,0.01,0.0,0.33,0.33,0.02,0.11,0.11,2.4,22334.33
