assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,3,0,0.3,252,0.0,0.0,0.0,0.87,1,1,0,0.1,0.2,2024-08-16,12,14,0,0,0,0,1,0,42210,0,0,1,0.0,1,0,0,0,55,False,0,0,0,0.0,11,Manchester United,Fulham,1,0,26602,2024,666196,0.0,0,0,0,0.0,0.0,0.0,2,3,1,1.7,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,0,0.3,252,0.0,0.0,0.0,0.15,15,0,0,0.1,0.2,2024-08-24,10,11,0,0,0,0,2,0,42883,0,1,2,0.0,1,-5232,4165,9397,55,True,0,0,0,0.0,6,Fulham,Leicester,2,1,26614,2024,667956,0.0,0,0,0,0.0,0.0,0.0,2,3,2,1.5,FWD,0.0,0.0,0.0,0.0,0.29,0.33,0.0,0.03,0.07,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,14070.0
0,0,6,0,0.3,252,0.0,0.04,0.04,0.09,25,0,0,2.3,5.2,2024-08-31,11,10,0,0,0,0,3,0,43256,0,1,1,17.0,1,-2442,8208,10650,55,False,0,0,1,0.0622550994157791,9,Ipswich,Fulham,1,1,26625,2024,671806,0.0,0,0,0,0.0622550994157791,0.0622550994157791,0.0,2,2,3,1.5,FWD,0.0,0.0,0.0,0.0,0.34,0.33,0.0,0.07,0.13,0.2,0.0,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,28364.33
0,3,29,1,22.1,252,0.04,0.3,0.26,0.42,35,0,1,12.1,42.4,2024-09-14,72,19,0,0,0,0,4,0,41230,1,1,1,56.0,9,-3793,7639,11432,54,True,0,1,2,0.6774824857711792,74,Fulham,West Ham,1,1,26634,2024,673742,0.1894369721412658,0,2,1,0.6774824857711792,0.8669194579124451,0.0,2,3,4,3.7,FWD,0.0,0.0,0.01,0.01,0.37,0.33,0.0,0.83,1.87,0.3,5.67,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,1.57,42783.0
0,0,26,0,4.7,252,0.01,0.5,0.49,1.24,44,1,1,10.6,38.0,2024-09-21,73,15,0,0,0,0,5,0,81801,1,1,3,63.0,6,35466,43160,7694,54,True,0,1,4,0.8211846947669983,75,Fulham,Newcastle United,3,1,26646,2024,675723,0.0162500962615013,0,1,1,0.8211846947669983,0.8755481839179993,0.0966672450304031,3,3,5,3.7,FWD,0.33,0.01,0.11,0.1,0.22,0.0,0.33,4.83,15.93,7.57,24.33,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,1.33,3.67,0.33,1.0,0.25,0.06,0.0,0.67,0.33,0.25,0.31,0.0,2.23,42456.33
0,3,37,1,3.4,252,0.03,0.94,0.91,0.65,59,0,1,8.1,35.8,2024-09-28,82,16,0,0,0,0,6,0,298253,1,1,0,42.0,9,207728,245671,37943,55,False,0,1,3,0.9667266607284546,85,Nottingham Forest,Fulham,0,1,26653,2024,677799,0.0,0,0,0,0.2055578082799911,0.3121633231639862,0.1066055223345756,2,2,6,8.0,FWD,0.33,0.02,0.28,0.26,0.58,0.33,0.67,8.33,28.53,9.03,45.33,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.67,5.33,0.67,2.33,0.52,0.07,0.0,1.0,0.67,0.52,0.6,0.03,2.97,55429.0
1,0,23,0,33.7,252,0.79,1.24,0.45,1.34,69,2,0,8.0,18.2,2024-10-05,76,13,0,0,0,0,7,0,504060,1,2,3,28.0,5,198788,243185,44397,56,False,0,0,5,0.4174302220344543,78,Manchester City,Fulham,3,2,26664,2024,679476,1.4258036613464355,1,3,0,0.4174302220344543,2.332560539245605,1.0963609218597412,2,5,7,6.2,FWD,0.67,0.03,0.58,0.55,0.77,0.33,1.0,10.27,38.73,10.07,53.67,75.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.33,8.0,1.0,3.0,0.82,0.07,0.0,1.0,0.67,0.57,0.68,0.07,5.13,140428.0
0,1,25,0,1.8,252,0.0,0.74,0.74,1.68,72,3,1,9.3,37.2,2024-10-19,90,2,0,0,0,0,8,0,704668,1,3,1,54.0,7,190929,221150,30221,56,True,0,1,4,1.690707802772522,90,Fulham,Aston Villa,1,3,26673,2024,681328,0.0,0,0,1,1.690707802772522,1.158581018447876,0.0,3,3,8,7.0,FWD,0.33,0.28,0.89,0.62,1.08,1.0,0.67,8.9,30.67,13.93,44.33,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,2.0,6.67,0.67,4.0,0.74,0.48,0.33,1.33,0.33,0.48,1.17,0.43,5.97,294704.67
0,0,10,1,37.3,252,0.24,0.71,0.47,0.41,87,0,0,8.2,11.2,2024-10-26,90,8,0,0,0,0,9,0,1056070,1,1,1,33.0,2,341726,365568,23842,57,False,0,0,4,0.264898806810379,90,Everton,Fulham,1,1,26687,2024,683168,0.8790334463119507,0,3,0,0.264898806810379,1.2230863571166992,0.1728837639093399,2,2,9,4.7,FWD,0.33,0.27,0.97,0.7,1.22,1.67,0.67,8.47,30.4,12.97,41.33,82.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.33,7.0,0.67,4.0,1.02,0.48,0.33,1.0,0.33,0.77,1.27,0.4,7.07,502327.0
0,0,7,0,4.1,252,0.01,0.09,0.08,0.18,92,1,0,2.9,4.6,2024-11-04,72,4,0,0,0,0,10,0,1215554,1,1,2,20.0,2,158936,226375,67439,58,True,0,0,2,0.0994016453623771,75,Fulham,Brentford,2,1,26693,2024,686115,0.0,0,0,0,0.0994016453623771,0.1022076681256294,0.0473452918231487,2,3,10,3.7,FWD,0.33,0.34,0.9,0.55,1.14,1.67,0.33,8.5,22.2,24.27,38.33,85.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.67,4.67,0.33,4.33,0.79,0.77,0.33,2.0,0.33,0.79,1.57,0.42,5.97,754932.67
