assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,9,0,16.2,541,0.02,0.08,0.06,0.25,2,1,0,4.7,13.8,2024-08-17,33,1,0,0,0,0,1,0,197434,0,0,2,17.0,1,0,0,0,65,False,0,0,1,0.0430611111223697,32,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666320,0.0411322973668575,0,1,0,0.0430611111223697,0.0841934084892273,0.0,2,5,1,1.1,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,34,0,26.8,541,0.2,1.13,0.93,1.24,20,5,1,11.0,39.6,2024-08-25,67,6,0,0,0,0,2,0,188122,1,6,2,44.0,6,-22455,11678,34133,65,True,0,1,4,1.2959703207015991,77,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668740,0.42815762758255,0,2,1,1.2959703207015991,1.2526766061782837,0.0,4,2,2,3.5,FWD,0.0,0.01,0.03,0.02,0.08,0.33,0.0,1.57,4.6,5.4,5.67,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.33,0.01,0.01,0.0,0.33,0.0,0.01,0.03,0.0,0.37,65811.33
0,0,15,0,36.5,541,0.34,0.58,0.24,1.04,29,1,0,5.6,5.0,2024-08-31,90,16,0,0,0,0,3,0,282792,1,1,1,14.0,2,71541,104815,33274,65,False,0,0,4,0.1605574786663055,90,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671867,0.3538403213024139,0,2,0,0.1605574786663055,0.5007186532020569,0.3683682382106781,2,2,3,3.0,FWD,0.0,0.07,0.4,0.33,0.5,2.0,0.33,5.23,17.8,14.33,20.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,1.33,2.33,0.33,1.67,0.45,0.16,0.0,1.0,0.33,0.45,0.45,0.0,1.53,128518.67
0,0,10,0,8.9,541,0.02,0.2,0.18,1.21,40,2,0,7.0,14.2,2024-09-15,90,15,0,0,0,0,4,0,242998,1,2,1,47.0,2,-40589,22327,62916,65,True,0,0,4,0.2640218436717987,90,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674619,0.0,0,0,0,0.2640218436717987,1.0282623767852783,0.764240562915802,3,2,4,2.3,FWD,0.0,0.19,0.6,0.41,0.84,2.33,0.33,7.1,19.47,26.5,25.0,63.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.33,1.67,3.0,0.33,3.0,0.5,0.27,0.0,1.67,0.33,0.5,0.61,0.12,2.53,222782.67
0,3,34,0,52.7,541,0.22,0.25,0.03,1.73,41,3,1,10.9,43.6,2024-09-21,90,2,0,0,0,0,5,0,231215,1,1,3,13.0,8,-16511,15910,32421,65,False,1,1,1,0.0249607190489768,90,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675770,0.1431190073490142,0,3,1,0.0249607190489768,0.0826157331466674,0.0576550103724002,2,4,5,4.5,FWD,0.0,0.19,0.64,0.45,1.16,2.67,0.33,7.87,19.6,24.07,35.0,82.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.33,3.33,0.33,4.0,0.57,0.26,0.0,1.33,0.33,0.57,0.93,0.38,2.93,237970.67
0,0,13,0,12.3,541,0.01,0.06,0.05,2.54,60,2,0,4.6,9.2,2024-09-28,90,12,0,0,0,0,6,0,227985,1,2,1,24.0,2,-6702,21355,28057,65,True,0,0,2,0.0488959476351738,90,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678056,0.1107324287295341,0,1,0,0.0488959476351738,0.1596283763647079,0.0,5,2,6,3.5,FWD,0.0,0.19,0.34,0.15,1.33,2.0,0.33,7.83,20.93,32.7,24.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.67,4.0,0.33,3.0,0.15,0.17,0.0,1.67,0.33,0.15,0.54,0.4,3.27,252335.0
0,3,44,0,14.3,541,0.27,0.71,0.44,4.25,63,5,1,9.3,40.6,2024-10-05,90,4,0,0,0,0,7,0,256134,1,3,5,38.0,9,22936,47399,24463,65,False,0,1,5,0.2724606692790985,90,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679569,0.053644809871912,0,1,1,0.2724606692790985,0.3075381517410278,0.0350774861872196,2,3,7,5.2,FWD,0.0,0.08,0.17,0.09,1.83,2.33,0.33,7.5,22.33,24.63,28.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,1.67,4.0,0.33,2.33,0.11,0.08,0.0,1.33,0.33,0.11,0.42,0.27,3.43,234066.0
0,0,9,0,17.0,541,0.19,0.23,0.04,1.0,80,1,0,2.4,6.0,2024-10-20,66,13,0,0,0,0,8,0,265096,1,2,1,1.0,2,5108,33958,28850,65,True,0,0,1,0.016384407877922,69,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681883,0.4163709282875061,0,1,0,0.016384407877922,0.4327553212642669,0.4163709282875061,5,2,8,3.3,FWD,0.0,0.17,0.34,0.17,2.84,3.33,0.67,8.27,31.13,26.43,25.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.0,3.0,6.33,0.67,2.67,0.12,0.1,0.0,1.67,0.67,0.12,0.18,0.03,4.4,238444.67
0,3,44,0,50.8,541,0.33,0.55,0.22,1.31,84,2,1,16.7,51.2,2024-10-26,90,5,0,0,0,0,9,0,295049,1,2,2,65.0,9,27589,45127,17538,65,False,0,1,5,0.3733123540878296,90,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683045,0.3263751566410064,0,4,1,0.3733123540878296,0.4276100993156433,0.0,2,3,9,5.5,FWD,0.0,0.16,0.33,0.18,2.6,2.67,0.33,5.43,18.6,14.53,21.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,2.33,4.33,0.33,2.67,0.11,0.19,0.0,1.0,0.33,0.11,0.3,0.15,4.0,249738.33
1,1,29,0,40.8,541,0.22,0.33,0.11,2.51,100,2,0,8.1,27.2,2024-11-02,90,7,0,0,0,0,10,0,633923,1,2,2,13.0,6,323129,342228,19099,66,True,0,0,2,0.0951862782239914,90,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685242,0.9886963963508606,1,3,0,0.0951862782239914,1.4181207418441772,0.3342380821704864,2,2,10,5.7,FWD,0.0,0.26,0.5,0.23,2.19,2.67,0.67,9.47,32.6,27.37,34.67,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,2.67,6.67,0.67,3.67,0.22,0.27,0.0,2.0,0.67,0.22,0.39,0.15,4.67,272093.0
