assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0,0,0,0,1.3,492,0.17,0.17,0.0,0.12,10,0,0,2.6,2.4,2024-08-19,11,11,0,0,0,0,1,0,229933,0,1,1,22.0,1,0,0,0,65,False,0,0,0,0.0,10,Leicester,Tottenham,1,1,26611,2024,667468,0.0,0,0,0,0.0,0.0846512243151664,0.0846512243151664,4,2,1,2.8,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.23,0.61
1,0,21,1,48.8,492,0.11,0.11,0.0,1.0,19,0,0,8.2,25.6,2024-08-24,66,8,0,0,0,0,2,0,207712,1,0,4,8.0,6,-36119,11585,47704,65,True,0,0,0,0.0,70,Tottenham,Everton,4,0,26617,2024,667981,0.2249469310045242,1,4,0,0.0,0.2678433358669281,0.2678433358669281,2,4,2,3.5,MID,0.0,0.17,0.17,0.0,0.12,0.0,0.0,2.6,2.4,1.3,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,2.8,229933.0,0.0,0.17,0.17,0.0,0.12,0.0,0.0,2.6,2.4,1.3,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,2.8,229933.0,6.0,0.69,0.21,0.14
0,0,8,0,43.3,492,0.11,0.19,0.08,1.57,28,2,0,8.1,12.8,2024-09-01,90,15,0,0,0,0,3,0,195104,1,1,2,25.0,2,-18511,23458,41969,64,False,0,0,2,0.1214165464043617,90,Newcastle United,Tottenham,2,1,26629,2024,672479,0.091978870332241,0,3,0,0.1214165464043617,0.3251131176948547,0.1845031529664993,4,4,3,2.5,MID,1.0,0.28,0.28,0.0,1.12,0.0,0.0,10.8,28.0,50.1,30.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.22,1.0,4.0,0.0,0.0,0.35,0.35,6.3,437645.0,1.0,0.28,0.28,0.0,1.12,0.0,0.0,10.8,28.0,50.1,30.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.22,1.0,4.0,0.0,0.0,0.35,0.35,6.3,437645.0,2.0,0.4,0.25,0.4
0,0,2,0,12.6,492,0.11,0.27,0.16,0.73,39,1,0,5.4,10.6,2024-09-15,90,1,0,0,0,0,4,0,159878,1,1,0,31.0,1,-38264,9351,47615,64,True,1,0,3,0.1777278035879135,90,Tottenham,Arsenal,0,1,26640,2024,674309,0.0732796639204025,0,1,0,0.1777278035879135,0.3767488300800323,0.1257413476705551,5,4,4,1.5,MID,1.0,0.39,0.47,0.08,2.69,2.0,0.0,18.9,40.8,93.4,55.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,0.0,2.0,0.12,0.32,1.0,7.0,0.0,0.12,0.68,0.54,8.8,632749.0,1.0,0.39,0.47,0.08,2.69,2.0,0.0,18.9,40.8,93.4,55.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,0.0,2.0,0.12,0.32,1.0,7.0,0.0,0.12,0.68,0.54,8.8,632749.0,1.0,0.33,0.28,0.43
0,0,9,0,38.2,492,0.11,0.49,0.38,0.8,49,1,0,9.9,13.0,2024-09-21,90,4,0,0,0,0,5,0,160487,1,1,3,48.0,2,-2361,14940,17301,63,True,0,0,4,0.4354119896888733,90,Tottenham,Brentford,3,1,26648,2024,675781,0.1341907083988189,0,3,0,0.4354119896888733,1.3626421689987185,0.8213521838188171,2,4,5,2.8,MID,1.0,0.33,0.57,0.24,3.3,3.0,0.0,21.7,49.0,104.7,64.0,246.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,9.0,0.0,5.0,0.3,0.39,1.0,8.0,0.0,0.3,0.97,0.58,7.5,562694.0,1.0,0.5,0.74,0.24,3.42,3.0,0.0,24.3,51.4,106.0,86.0,257.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,10.0,0.0,5.0,0.3,0.39,1.0,8.0,0.0,0.3,1.05,0.66,10.3,792627.0,2.0,0.64,0.22,0.18
0,3,47,1,102.8,492,0.39,0.82,0.43,0.96,57,0,1,20.8,62.6,2024-09-29,90,14,0,0,0,0,6,0,136187,1,3,0,43.0,11,-24722,5930,30652,63,False,0,1,2,0.6789562702178955,90,Manchester United,Tottenham,0,3,26660,2024,678663,1.4535706043243408,0,9,1,0.6789562702178955,2.2335426807403564,0.1852891594171524,4,3,6,4.0,MID,0.0,0.33,0.95,0.62,3.1,4.0,0.0,23.4,36.4,94.1,104.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,5.0,0.0,9.0,0.73,0.3,0.0,7.0,0.0,0.73,2.06,1.13,6.8,515469.0,1.0,0.61,1.23,0.62,4.22,4.0,0.0,34.2,64.4,144.2,134.0,347.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,10.0,12.0,0.0,9.0,0.73,0.52,1.0,11.0,0.0,0.73,2.42,1.48,13.1,953114.0,8.0,0.43,0.25,0.36
0,0,3,0,15.5,492,0.19,0.24,0.05,1.82,64,3,0,4.2,9.8,2024-10-06,90,5,0,0,0,0,7,0,189970,1,2,3,17.0,1,47705,60994,13289,62,False,1,0,1,0.074064590036869,90,Brighton,Tottenham,3,2,26671,2024,680439,0.1360060721635818,0,1,0,0.074064590036869,0.2100706547498703,0.0,4,3,7,3.8,MID,1.0,0.61,1.58,0.97,2.49,2.0,1.0,36.1,86.2,153.6,122.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,3.0,14.0,1.0,9.0,1.29,1.66,0.0,13.0,1.0,1.29,3.97,1.13,8.3,456552.0,2.0,0.83,1.88,1.05,5.06,4.0,1.0,52.4,124.6,245.7,155.0,426.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,9.0,22.0,1.0,11.0,1.41,1.98,1.0,20.0,1.0,1.41,4.57,1.58,14.3,859368.0,1.0,0.34,0.25,0.45
0,2,35,0,24.8,492,0.06,0.23,0.17,0.78,79,1,1,10.2,42.6,2024-10-19,90,19,0,0,0,0,8,0,209485,1,1,4,35.0,9,17773,36003,18230,62,True,0,1,4,0.2113254964351654,90,Tottenham,West Ham,4,1,26672,2024,680946,0.1596034914255142,0,2,1,0.2113254964351654,0.5719603896141052,0.2010313868522644,2,4,8,7.5,MID,1.0,0.69,1.55,0.86,3.58,4.0,1.0,34.9,85.4,156.5,108.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,6.0,14.0,1.0,7.0,1.19,1.72,0.0,13.0,1.0,1.19,3.81,1.01,10.6,486644.0,1.0,0.91,2.01,1.1,5.88,7.0,1.0,48.4,108.8,212.4,164.0,450.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,8.0,17.0,1.0,12.0,1.49,1.89,0.0,17.0,1.0,1.49,4.51,1.32,14.6,841626.0,7.0,0.65,0.21,0.18
0,0,1,0,12.7,492,0.02,0.12,0.1,0.75,86,1,0,5.0,2.0,2024-10-27,61,7,0,0,0,0,9,0,369191,1,0,1,35.0,1,150755,160838,10083,62,False,1,0,1,0.3533931374549866,68,Crystal Palace,Tottenham,1,0,26689,2024,683498,0.0149456690996885,0,1,0,0.3533931374549866,0.6558861136436462,0.2875473201274872,4,2,9,6.0,MID,1.0,0.64,1.29,0.65,3.56,4.0,2.0,35.2,115.0,143.1,95.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,7.0,21.0,2.0,7.0,0.96,1.75,0.0,12.0,2.0,0.96,3.02,0.39,15.3,535642.0,1.0,0.86,2.05,1.19,5.09,6.0,2.0,50.5,138.6,193.9,174.0,450.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,10.0,24.0,2.0,14.0,1.58,1.96,0.0,16.0,2.0,1.58,4.75,1.33,19.6,856007.0,1.0,0.25,0.25,0.55
1,0,18,0,36.4,492,0.37,0.37,0.0,1.86,99,1,0,7.7,34.4,2024-11-03,90,2,0,0,0,0,10,0,396489,1,1,4,6.0,5,30218,70016,39798,63,True,0,0,0,0.0,90,Tottenham,Aston Villa,4,1,26700,2024,685520,0.4210495054721832,1,3,0,0.0,0.435567170381546,0.0145176472142338,3,4,10,5.5,MID,0.0,0.27,0.59,0.32,3.35,5.0,1.0,19.4,54.4,53.0,87.0,241.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,8.0,11.0,1.0,6.0,0.64,0.31,0.0,4.0,1.0,0.64,1.44,0.49,17.3,768646.0,1.0,0.77,1.9,1.13,5.11,6.0,2.0,50.1,130.0,194.0,178.0,421.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,11.0,24.0,2.0,12.0,1.75,1.9,0.0,16.0,2.0,1.75,5.03,1.5,24.1,1065320.0,5.0,0.52,0.25,0.27
