assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,pts_bps,WHH,WHD,WHA
0,2,31,1,0.6,351,0.0,0.28,0.28,1.01,9,0,1,7.5,36.4,2024-08-18,90,6,0,0,0,0,1,0,4408007,1,2,0,38.0,7,0,0,0,150,False,1,1,2,0.6556934714317322,90,Chelsea,Manchester City,0,2,26610,2024,667035,0.0,0,0,1,0.6556934714317322,0.6556934714317322,0.0,5,4,1,5.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.25,0.25,0.55
0,3,80,0,3.3,351,0.04,1.83,1.79,0.29,17,1,3,18.4,97.2,2024-08-24,89,10,0,0,0,0,2,0,5207729,1,1,4,83.0,17,222715,275319,52604,150,True,0,3,7,1.840464234352112,90,Manchester City,Ipswich,4,1,26615,2024,668080,0.0,0,0,2,1.0792953968048096,0.762309730052948,0.0,2,5,2,13.5,FWD,0.33,0.0,0.09,0.09,0.34,0.0,0.33,2.5,12.13,0.2,12.67,30.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.67,0.0,2.33,0.33,0.67,0.22,0.0,0.0,0.0,0.33,0.22,0.22,0.0,1.67,1469335.67,14.0,0.91,0.09,0.04
0,3,93,0,11.1,351,0.11,1.82,1.71,0.73,30,1,3,18.4,106.8,2024-08-31,90,19,0,0,0,0,3,0,6054723,1,3,1,66.0,17,566889,642719,75830,151,False,0,3,5,1.313664793968201,90,West Ham,Manchester City,1,3,26628,2024,672027,0.4139332473278045,0,1,3,1.313664793968201,1.7610317468643188,0.4473669230937958,5,2,3,14.7,FWD,0.33,0.01,0.7,0.69,0.43,0.33,1.33,8.63,44.53,1.3,40.33,59.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,1.33,8.0,1.33,3.0,0.83,0.0,0.0,0.0,1.0,0.58,0.47,0.0,6.17,3205245.33,14.0,0.12,0.2,0.71
0,3,58,0,1.5,351,0.01,1.11,1.1,0.96,37,1,2,15.9,72.2,2024-09-14,90,4,0,0,0,0,4,0,6928685,1,1,2,85.0,13,684275,791306,107031,152,True,0,2,6,0.7304578423500061,90,Manchester City,Brentford,2,1,26637,2024,673682,0.0,0,0,2,0.7304578423500061,0.7304578423500061,0.0,2,5,4,10.9,FWD,0.33,0.05,1.31,1.26,0.68,0.67,2.33,14.77,80.13,5.0,62.33,89.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.0,1.67,13.67,2.33,4.67,1.27,0.14,0.0,0.33,2.0,1.02,1.06,0.15,11.07,5223486.33,10.0,0.85,0.13,0.07
0,3,33,0,0.5,351,0.02,0.83,0.81,0.65,47,2,1,15.7,42.2,2024-09-22,90,1,0,0,0,0,5,0,7253417,1,2,2,114.0,9,274627,329275,54648,153,True,0,1,6,0.829184889793396,90,Manchester City,Arsenal,2,2,26651,2024,676593,0.0,0,0,1,0.829184889793396,0.620265543460846,0.0620803348720073,5,5,5,14.0,FWD,0.0,0.05,1.59,1.53,0.66,1.0,2.67,17.57,92.07,5.3,78.0,89.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,2.33,15.67,2.67,6.0,1.29,0.14,0.0,0.33,2.33,1.04,1.08,0.15,13.03,6063712.33,6.0,0.54,0.29,0.22
0,0,12,0,12.3,351,0.1,0.55,0.45,1.57,58,1,0,8.4,14.8,2024-09-28,90,15,0,0,0,0,6,0,7583749,1,1,1,57.0,2,258724,286015,27291,153,False,0,0,5,0.3910007178783417,90,Newcastle United,Manchester City,1,1,26652,2024,677456,0.1188350841403007,0,1,0,0.3910007178783417,0.6735008358955383,0.1636650413274765,5,4,6,8.5,FWD,0.0,0.05,1.25,1.21,0.78,1.33,2.0,16.67,73.73,4.37,88.33,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.67,13.0,2.0,5.67,0.96,0.14,0.0,0.33,2.0,0.96,1.04,0.17,13.2,6745608.33,2.0,0.2,0.23,0.62
0,0,10,0,23.6,351,0.09,0.34,0.25,2.6,69,2,0,7.5,9.2,2024-10-05,90,9,0,0,0,0,7,0,7704044,1,2,3,42.0,2,59763,132448,72685,154,True,0,0,4,0.2977975308895111,90,Manchester City,Fulham,3,2,26664,2024,679461,0.1925285458564758,0,2,0,0.2977975308895111,0.385058730840683,0.0758012980222702,2,5,7,7.5,FWD,0.0,0.04,0.83,0.79,1.06,1.33,1.0,13.33,43.07,4.77,85.33,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.67,8.0,1.0,5.67,0.65,0.04,0.0,0.33,1.0,0.65,0.67,0.08,11.13,7255283.67,2.0,0.8,0.17,0.08
0,0,6,0,13.2,351,0.02,0.02,0.0,0.97,80,1,0,2.3,2.2,2024-10-20,90,20,0,0,0,0,8,0,7811209,1,2,1,8.0,2,47225,110645,63420,154,False,0,0,0,0.0,90,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681899,0.0823856741189956,0,1,0,0.0,0.2176922261714935,0.1353065520524978,5,2,8,3.0,FWD,0.0,0.07,0.57,0.5,1.61,1.67,0.33,10.53,22.07,12.13,71.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,2.0,4.33,0.33,5.0,0.51,0.1,0.0,1.0,0.33,0.51,0.56,0.1,10.0,7513736.67,2.0,0.11,0.18,0.75
0,0,26,1,2.0,351,0.0,2.33,2.33,0.21,89,0,1,12.5,32.0,2024-10-26,90,17,0,0,0,0,9,0,7845366,1,0,1,91.0,6,5336,77692,72356,154,True,0,1,8,2.43924331665039,90,Manchester City,Southampton,1,0,26683,2024,682940,0.0,0,0,1,2.43924331665039,1.6897268295288086,0.0280031934380531,2,5,9,4.8,FWD,0.0,0.07,0.3,0.23,1.71,1.33,0.0,6.07,8.73,16.37,35.67,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.67,2.0,0.0,3.0,0.23,0.13,0.0,1.33,0.0,0.23,0.43,0.12,6.33,7699667.33,6.0,0.89,0.11,0.05
0,0,-1,0,0.6,351,0.02,0.9,0.88,2.04,91,2,0,7.3,3.2,2024-11-02,90,3,0,0,0,0,10,0,7679947,1,1,2,69.0,2,-178318,39141,217459,154,False,0,0,6,1.597485899925232,90,Bournemouth,Manchester City,2,1,26692,2024,684988,0.0,0,0,0,1.597485899925232,0.5052968263626099,0.0,5,3,10,4.3,FWD,0.33,0.04,0.9,0.86,1.26,1.0,0.33,7.43,14.47,12.93,47.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.67,3.33,0.33,4.0,0.91,0.09,0.0,1.0,0.33,0.91,0.76,0.08,5.1,7786873.0,2.0,0.18,0.23,0.62
