assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,pts_bps,WHH,WHD,WHA
0,1,25,0,6.7,78,0.04,0.48,0.44,1.3,6,1,1,9.9,39.0,2024-08-17,90,16,0,0,0,0,1,0,92042,1,1,1,53.0,8,0,0,0,55,False,0,1,5,0.7865713238716125,90,Nottingham Forest,Bournemouth,1,1,26607,2024,666411,0.0,0,0,1,0.7865713238716125,0.8652406930923462,0.0786693543195724,2,2,1,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.4,0.29,0.36
1,0,20,0,33.9,78,1.23,1.5,0.27,1.61,12,1,0,9.8,26.0,2024-08-25,90,15,0,0,0,0,2,0,153277,1,1,1,38.0,5,34280,46515,12235,55,True,0,0,7,0.4047765731811523,90,Bournemouth,Newcastle United,1,1,26620,2024,668707,1.7407962083816528,1,3,0,0.4047765731811523,2.1455729007720947,0.0,3,3,2,6.0,MID,0.0,0.01,0.16,0.15,0.43,0.33,0.33,3.3,13.0,2.23,17.67,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,2.67,0.33,1.67,0.26,0.0,0.0,0.0,0.33,0.26,0.29,0.03,0.67,30680.67,5.0,0.33,0.26,0.44
0,0,23,0,15.8,78,0.03,0.53,0.5,1.97,24,2,1,11.5,40.4,2024-08-31,90,8,0,0,0,0,3,0,316904,1,3,2,59.0,6,143450,191022,47572,55,False,1,1,5,0.8046465516090393,90,Everton,Bournemouth,2,3,26624,2024,671771,0.0614266097545623,0,1,1,0.8046465516090393,1.0574285984039309,0.2106881588697433,2,2,3,6.3,MID,0.0,0.42,0.66,0.24,0.97,0.67,0.33,6.57,21.67,13.53,30.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.67,4.33,0.33,4.0,0.4,0.58,0.33,1.0,0.33,0.4,1.0,0.03,2.67,81773.0,6.0,0.36,0.29,0.38
0,0,4,0,2.3,78,0.03,0.13,0.1,0.78,32,1,0,1.2,0.0,2024-09-14,90,6,0,0,0,0,4,0,610621,1,1,0,13.0,1,265962,389980,124018,56,True,1,0,3,0.0997376292943954,90,Bournemouth,Chelsea,0,1,26639,2024,674153,0.0,0,0,0,0.0997376292943954,0.1386362612247467,0.0659646987915039,4,3,4,5.0,MID,0.0,0.43,0.84,0.4,1.63,1.33,0.67,10.4,35.13,18.8,50.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,1.33,6.33,0.67,5.67,0.67,0.6,0.33,1.33,0.67,0.67,1.36,0.1,4.77,187407.67,1.0,0.29,0.26,0.49
0,0,9,0,3.2,78,0.01,0.36,0.35,1.65,46,3,0,5.1,8.6,2024-09-21,69,12,0,0,0,0,5,0,622698,1,0,3,39.0,2,16404,77210,60806,56,False,0,0,4,0.4660230278968811,73,Liverpool,Bournemouth,3,0,26645,2024,675704,0.0,0,0,0,0.4660230278968811,0.5118945837020874,0.0458715371787548,2,5,5,3.0,MID,0.0,0.43,0.72,0.29,1.45,1.33,0.33,7.5,22.13,17.33,36.67,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.67,1.0,4.0,0.33,5.0,0.44,0.6,0.33,1.33,0.33,0.44,1.11,0.09,5.77,360267.33,2.0,0.77,0.15,0.12
0,0,24,0,23.6,78,0.1,0.3,0.2,0.6,52,1,1,9.4,39.8,2024-09-30,88,17,0,0,0,0,6,0,1075028,1,1,3,31.0,7,432986,521955,88969,57,True,0,1,4,0.2992951571941376,90,Bournemouth,Southampton,3,1,26661,2024,678929,0.1880842745304107,0,2,1,0.2992951571941376,0.4873794317245483,0.0,2,3,6,3.8,MID,0.0,0.02,0.34,0.32,1.47,2.0,0.33,5.93,16.33,7.1,37.0,83.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.33,1.67,3.0,0.33,4.0,0.46,0.02,0.0,0.33,0.33,0.46,0.57,0.11,4.77,516741.0,7.0,0.6,0.24,0.21
0,0,13,0,15.0,78,0.04,0.3,0.26,0.79,68,1,0,5.2,13.2,2024-10-05,90,11,0,0,0,0,7,0,1178610,1,0,1,24.0,2,102342,166631,64289,57,False,0,0,3,0.163442462682724,90,Leicester,Bournemouth,1,0,26663,2024,679442,0.0451715588569641,0,1,0,0.163442462682724,0.2888129949569702,0.1253705322742462,2,2,7,3.5,MID,0.0,0.05,0.26,0.22,1.01,1.67,0.33,5.23,16.13,9.7,27.67,82.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,2.0,3.33,0.33,3.67,0.29,0.06,0.0,0.67,0.33,0.29,0.38,0.04,3.93,769449.0,2.0,0.31,0.27,0.47
0,0,-1,1,22.0,78,0.08,0.72,0.64,0.68,71,0,0,6.4,9.4,2024-10-19,90,1,0,0,0,0,8,0,950434,1,0,2,33.0,2,-220672,27873,248545,57,True,1,0,6,0.7980775833129883,90,Bournemouth,Arsenal,2,0,26680,2024,681572,0.020929617807269,0,1,0,0.7980775833129883,0.9853056073188782,0.4811193645000458,5,3,8,2.7,MID,0.0,0.05,0.32,0.27,1.01,1.67,0.33,6.57,20.53,13.93,31.33,82.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,2.33,3.67,0.33,3.67,0.31,0.08,0.0,1.0,0.33,0.31,0.43,0.06,3.43,958778.67,2.0,0.2,0.25,0.6
0,0,6,0,23.6,78,0.03,0.05,0.02,1.81,82,1,0,4.2,4.4,2024-10-26,90,2,0,0,0,0,9,0,884395,1,1,1,14.0,1,-70156,29994,100150,56,False,1,0,2,0.0850384905934333,90,Aston Villa,Bournemouth,1,1,26684,2024,682984,0.0436678640544414,0,2,0,0.0850384905934333,0.2143266946077346,0.1597861647605896,2,4,9,3.0,MID,0.33,0.07,0.44,0.37,0.69,0.67,0.33,7.0,20.8,20.2,29.33,89.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.33,2.0,3.67,0.33,4.33,0.42,0.08,0.0,1.33,0.33,0.42,0.59,0.2,3.33,1068024.0,1.0,0.54,0.26,0.25
0,3,50,0,40.6,78,0.15,0.7,0.55,1.56,91,1,1,14.8,59.0,2024-11-02,90,13,0,0,0,0,10,0,771408,1,1,2,48.0,10,-114829,24148,138977,56,True,0,1,4,1.0588160753250122,90,Bournemouth,Manchester City,2,1,26692,2024,684970,0.4785524606704712,0,3,1,1.0588160753250122,1.9355041980743408,0.4399986267089844,5,3,10,3.3,MID,0.33,0.05,0.36,0.31,1.09,0.67,0.0,5.27,9.0,20.2,23.67,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.33,1.33,1.67,0.0,3.67,0.35,0.04,0.0,1.33,0.0,0.35,0.5,0.26,3.07,1004479.67,7.0,0.18,0.23,0.62
