assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0,0,-2,0,0.9,106,0.01,0.14,0.13,0.5,8,1,0,1.6,6.8,2024-08-18,73,7,0,0,0,0,1,0,6235,1,1,2,8.0,2,0,0,0,55,True,0,0,1,0.0786547511816024,77,Brentford,Crystal Palace,2,1,26609,2024,666803,0.0,0,0,0,0.0786547511816024,0.0786547511816024,0.0,2,3,1,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.41,0.29,0.35
0,0,3,0,0.5,106,0.0,0.0,0.0,0.13,16,0,0,0.1,0.0,2024-08-25,17,12,0,0,0,0,2,0,6818,0,0,2,0.0,1,-607,374,981,55,False,0,0,0,0.0,15,Liverpool,Brentford,2,0,26621,2024,668975,0.0,0,0,0,0.0,0.0,0.0,2,5,2,1.0,MID,0.0,0.01,0.14,0.13,0.5,1.0,0.0,1.6,6.8,0.9,8.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,2.0,6235.0,0.0,0.01,0.14,0.13,0.5,1.0,0.0,1.6,6.8,0.9,8.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,2.0,6235.0,1.0,0.8,0.15,0.09
1,0,16,1,13.3,106,0.0,0.23,0.23,1.04,22,0,0,4.6,5.4,2024-08-31,74,17,0,0,0,0,3,0,6776,1,1,3,27.0,6,-571,544,1115,55,True,0,0,2,0.3795889019966125,78,Brentford,Southampton,3,1,26623,2024,671731,0.0993802845478057,0,1,0,0.3795889019966125,1.9166853427886963,1.4377161264419556,2,3,3,3.5,MID,0.0,0.01,0.14,0.13,0.63,1.0,0.0,1.7,6.8,1.4,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,3.0,13053.0,0.0,0.01,0.14,0.13,0.63,1.0,0.0,1.7,6.8,1.4,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,3.0,13053.0,6.0,0.57,0.26,0.22
0,0,8,0,12.0,106,0.02,0.02,0.0,1.49,37,0,0,2.2,8.4,2024-09-14,45,13,0,0,0,0,4,0,7320,0,1,2,2.0,1,-364,795,1159,55,False,0,0,0,0.0,45,Manchester City,Brentford,2,1,26637,2024,673700,0.0295312516391277,0,1,0,0.0,0.0420255623757839,0.0420255623757839,2,5,4,1.5,MID,1.0,0.01,0.37,0.36,1.67,1.0,0.0,6.3,12.2,14.7,35.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,0.0,3.0,0.46,0.1,0.0,1.0,0.0,0.46,2.0,1.44,6.5,19829.0,1.0,0.01,0.37,0.36,1.67,1.0,0.0,6.3,12.2,14.7,35.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,0.0,3.0,0.46,0.1,0.0,1.0,0.0,0.46,2.0,1.44,6.5,19829.0,1.0,0.85,0.13,0.07
0,0,3,0,0.3,106,0.0,0.06,0.06,0.51,49,1,0,2.7,7.2,2024-09-21,27,18,0,0,0,0,5,0,17286,0,1,3,19.0,1,9209,11999,2790,54,False,0,0,1,0.0468297973275184,23,Tottenham,Brentford,3,1,26648,2024,675804,0.0,0,0,0,0.0468297973275184,0.0,0.0,2,4,5,2.2,MID,1.0,0.02,0.25,0.23,2.66,0.0,0.0,6.9,13.8,25.8,29.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,8.0,0.0,2.0,0.38,0.13,0.0,2.0,0.0,0.38,1.96,1.48,6.0,20914.0,1.0,0.03,0.39,0.36,3.16,1.0,0.0,8.5,20.6,26.7,37.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,10.0,0.0,3.0,0.46,0.13,0.0,2.0,0.0,0.46,2.04,1.48,8.0,27149.0,1.0,0.64,0.22,0.18
0,0,7,0,1.3,106,0.02,0.02,0.0,0.88,53,1,0,1.4,8.4,2024-09-28,59,19,0,0,0,0,6,0,16833,1,1,1,4.0,1,-183,5966,6149,54,True,0,0,0,0.0,61,Brentford,West Ham,1,1,26656,2024,677868,0.0,0,0,0,0.0,0.0,0.0,2,3,6,1.0,MID,1.0,0.02,0.31,0.29,3.04,1.0,0.0,9.5,21.0,25.6,48.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,8.0,0.0,3.0,0.43,0.13,0.0,2.0,0.0,0.43,1.96,1.48,7.2,31382.0,1.0,0.03,0.45,0.42,3.67,2.0,0.0,11.2,27.8,27.0,56.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,11.0,0.0,4.0,0.51,0.13,0.0,2.0,0.0,0.51,2.04,1.48,10.2,44435.0,1.0,0.44,0.28,0.32
0,0,6,0,0.3,106,0.0,0.54,0.54,0.7,63,2,0,5.5,8.6,2024-10-05,76,20,0,0,0,0,7,0,14061,1,3,5,46.0,2,-2854,871,3725,54,True,0,0,2,0.5873571038246155,81,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679555,0.0,0,0,0,0.5873571038246155,0.5873571038246155,0.0,2,3,7,1.2,MID,0.0,0.04,0.1,0.06,2.88,2.0,0.0,6.3,24.0,13.6,25.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,1.0,0.05,0.03,0.0,1.0,0.0,0.05,0.04,0.04,4.7,41439.0,1.0,0.04,0.33,0.29,4.05,2.0,0.0,11.0,29.4,27.4,52.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,11.0,10.0,0.0,3.0,0.43,0.13,0.0,2.0,0.0,0.43,1.96,1.48,9.2,55033.0,2.0,0.48,0.28,0.29
0,0,0,0,3.0,106,0.01,0.1,0.09,1.14,75,2,0,0.6,0.0,2024-10-19,73,14,0,0,0,0,8,0,12126,1,1,2,4.0,2,-2044,403,2447,53,False,0,0,1,0.1228113621473312,81,Manchester United,Brentford,2,1,26675,2024,681313,0.0,0,0,0,0.1228113621473312,0.1562994718551635,0.0334881208837032,2,3,8,1.7,MID,0.0,0.02,0.62,0.6,2.09,4.0,0.0,9.6,24.2,1.9,69.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,4.0,0.0,3.0,0.63,0.0,0.0,0.0,0.0,0.63,0.59,0.0,4.4,48180.0,1.0,0.04,0.87,0.83,4.62,4.0,0.0,16.4,38.0,27.2,98.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,11.0,0.0,5.0,1.01,0.13,0.0,2.0,0.0,1.01,2.55,1.48,9.4,62276.0,2.0,0.59,0.24,0.22
0,0,3,0,0.0,106,0.0,0.14,0.14,0.16,83,1,0,1.2,1.0,2024-10-26,13,10,0,0,0,0,9,0,11870,0,3,4,11.0,1,-368,1060,1428,53,True,0,0,1,0.1011518612504005,5,Brentford,Ipswich,4,3,26685,2024,683003,0.0,0,0,0,0.1011518612504005,0.1011518612504005,0.0,2,3,9,1.7,MID,0.0,0.03,0.66,0.63,2.72,5.0,0.0,7.5,17.0,4.6,54.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,5.0,0.0,3.0,0.71,0.0,0.0,0.0,0.0,0.71,0.74,0.03,3.9,43020.0,0.0,0.05,0.74,0.69,4.72,6.0,0.0,12.4,32.6,16.9,75.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,7.0,0.0,4.0,0.76,0.03,0.0,1.0,0.0,0.76,0.79,0.08,7.6,67626.0,1.0,0.59,0.24,0.22
0,0,3,0,4.8,106,0.0,0.0,0.0,0.62,92,2,0,0.9,3.8,2024-11-04,18,9,0,0,0,0,10,0,10149,0,1,2,0.0,1,-1736,276,2012,52,False,0,0,0,0.0,16,Fulham,Brentford,2,1,26693,2024,686133,0.0,0,0,0,0.0,0.0,0.0,2,3,10,1.3,MID,0.0,0.01,0.78,0.77,2.0,5.0,0.0,7.3,9.6,3.3,61.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,5.0,0.0,4.0,0.81,0.0,0.0,0.0,0.0,0.81,0.84,0.03,4.6,38057.0,0.0,0.03,0.86,0.83,3.39,7.0,0.0,11.4,25.2,4.9,84.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,15.0,7.0,0.0,5.0,0.86,0.0,0.0,0.0,0.0,0.86,0.84,0.03,7.8,72176.0,1.0,0.49,0.27,0.29
