assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,pts_bps,WHH,WHD,WHA
0,0,12,0,16.4,268,0.02,0.02,0.0,0.77,6,2,0,3.0,13.4,2022-08-07,90,4,0,0,0,0,1,0,126566,1,2,2,0.0,1,0,0,0,45,True,0,0,0,0.0,90,Leicester,Brentford,2,2,18210,2022,539828,0.0380895994603633,0,1,0,0.0,0.1217959970235824,0.0837068036198616,3,3,1,1.9,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.28,0.29
1,0,14,0,1.8,268,0.01,0.01,0.0,2.96,11,4,0,1.3,9.6,2022-08-13,90,1,0,0,0,0,2,0,123456,1,2,4,2.0,3,-8455,3127,11582,45,False,0,0,0,0.0,90,Arsenal,Leicester,4,2,18217,2022,540664,0.0,0,0,0,0.0,0.0404197983443737,0.0404197983443737,3,4,2,1.5,DEF,0.0,0.01,0.01,0.0,0.26,0.67,0.0,1.0,4.47,5.47,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.67,0.33,0.0,0.0,0.0,0.01,0.0,0.33,0.0,0.0,0.04,0.03,0.63,42188.67,3.0,0.65,0.24,0.17
0,0,15,0,2.9,268,0.01,0.01,0.0,0.92,26,2,0,1.4,11.0,2022-08-20,90,17,0,0,0,0,3,0,124483,1,2,1,0.0,1,-2921,10306,13227,45,True,0,0,0,0.0,90,Leicester,Southampton,1,2,18226,2022,542372,0.0,0,0,0,0.0,0.0410360991954803,0.0410360991954803,2,3,3,1.7,DEF,0.0,0.01,0.01,0.0,1.24,2.0,0.0,1.43,7.67,6.07,0.67,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,2.0,1.33,0.0,0.0,0.0,0.01,0.0,0.33,0.0,0.0,0.05,0.04,1.13,83340.67,1.0,0.54,0.27,0.26
0,0,19,0,32.0,268,0.16,0.19,0.03,1.75,35,2,0,7.6,32.4,2022-08-27,90,6,0,0,0,0,4,0,105319,1,1,2,12.0,1,-19996,2083,22079,44,False,0,0,1,0.0174694005399942,90,Chelsea,Leicester,2,1,18235,2022,544509,0.0692728012800216,0,2,0,0.0174694005399942,0.875560998916626,0.8403469920158386,3,4,4,1.0,DEF,0.0,0.01,0.01,0.0,1.55,2.67,0.0,1.9,11.33,7.03,0.67,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.33,1.67,0.0,0.0,0.0,0.01,0.0,0.33,0.0,0.0,0.07,0.06,1.7,124835.0,1.0,0.71,0.21,0.13
0,0,13,0,2.8,268,0.01,0.19,0.18,1.55,46,1,0,2.4,15.2,2022-09-01,90,14,0,0,0,0,5,0,92366,1,1,0,6.0,2,-13873,1815,15688,44,True,0,0,1,0.0514401011168956,90,Leicester,Manchester United,0,1,18251,2022,546671,0.0,0,0,0,0.0514401011168956,0.3861689865589142,0.3347289860248565,3,3,5,1.1,DEF,0.0,0.06,0.07,0.01,1.88,2.67,0.0,3.43,17.67,12.23,4.67,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,2.33,1.67,0.0,0.33,0.01,0.02,0.0,0.67,0.0,0.01,0.32,0.31,1.4,117752.67,2.0,0.3,0.27,0.49
0,0,8,0,17.4,268,0.03,0.03,0.0,2.76,53,5,0,2.8,8.2,2022-09-04,90,5,0,0,0,0,6,0,86705,1,2,5,2.0,0,-6712,4433,11145,43,False,0,0,0,0.0,90,Brighton,Leicester,5,2,18259,2022,547890,0.0539782010018825,0,1,0,0.0,0.131300002336502,0.0773214995861053,3,3,6,1.4,DEF,0.0,0.06,0.13,0.07,1.41,1.67,0.0,3.8,19.53,12.57,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.0,1.33,0.0,0.67,0.02,0.02,0.0,0.67,0.0,0.02,0.43,0.41,1.27,107389.33,0.0,0.55,0.29,0.22
1,0,28,0,20.7,268,0.06,0.06,0.0,2.19,79,6,0,4.2,19.6,2022-09-17,90,18,0,0,0,0,8,0,85215,1,2,6,2.0,2,2736,13835,11099,43,False,0,0,0,0.0,90,Tottenham,Leicester,6,2,18278,2022,550906,0.0819272026419639,0,1,0,0.0,0.2956939935684204,0.2137670069932937,3,4,8,0.7,DEF,0.0,0.01,0.07,0.06,1.44,2.0,0.0,1.73,7.8,6.73,2.67,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.67,0.67,0.0,0.33,0.02,0.02,0.0,0.33,0.0,0.02,0.17,0.14,0.83,59690.33,2.0,0.68,0.22,0.15
0,0,21,1,1.3,268,0.01,0.04,0.03,1.16,86,0,0,1.9,9.8,2022-10-03,90,16,0,0,0,0,9,0,119817,1,0,4,8.0,6,31189,47561,16372,43,True,0,0,1,0.0271889008581638,90,Leicester,Nottingham Forest,4,0,18287,2022,553603,0.0,0,0,0,0.0271889008581638,0.2070299983024597,0.1798409968614578,2,3,9,3.2,DEF,0.0,0.03,0.03,0.0,1.65,3.67,0.0,2.33,9.27,12.7,1.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,3.67,0.67,0.0,0.0,0.0,0.05,0.0,0.67,0.0,0.0,0.14,0.1,0.7,57306.67,6.0,0.58,0.26,0.23
0,0,17,0,12.4,268,0.02,0.02,0.0,1.14,92,2,0,2.8,15.6,2022-10-08,85,3,0,0,0,0,10,0,159096,1,1,2,0.0,1,37817,45456,7639,43,False,0,0,0,0.0,88,Bournemouth,Leicester,2,1,18293,2022,554075,0.0307388994842767,0,1,0,0.0,0.6745269894599915,0.6437879800796509,3,2,10,3.5,DEF,0.33,0.02,0.03,0.01,1.12,2.0,0.0,2.03,9.8,7.33,3.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,3.33,2.67,0.0,0.33,0.01,0.03,0.0,0.33,0.0,0.01,0.17,0.13,1.3,68344.0,1.0,0.29,0.28,0.5
0,0,22,1,4.4,268,0.07,0.09,0.02,0.39,105,0,0,2.0,14.2,2022-10-15,90,7,0,0,0,0,11,0,176579,1,0,0,1.0,6,17052,27201,10149,43,True,0,0,1,0.0157903004437685,90,Leicester,Crystal Palace,0,0,18306,2022,555691,0.0,0,0,0,0.0157903004437685,0.257530003786087,0.257530003786087,2,3,11,3.8,DEF,0.33,0.03,0.04,0.01,1.5,2.67,0.0,2.97,15.0,11.47,3.33,88.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.33,0.01,0.04,0.0,0.67,0.0,0.01,0.39,0.35,2.47,121376.0,6.0,0.44,0.29,0.32
