assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,pts_bps,WHH,WHD,WHA
0,0,24,1,25.9,244,0.03,0.16,0.13,0.48,178,0,1,8.2,33.2,2023-12-23,66,18,0,0,0,0,18,0,11248,0,1,2,23.0,7,-234,23,257,44,False,1,1,2,0.1087691336870193,67,Tottenham,Everton,2,1,22071,2023,632633,0.1824580430984497,0,2,1,0.1087691336870193,0.6892160177230835,0.4294964075088501,2,4,18,0.3,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.58,0.25,0.25
0,0,6,0,4.3,244,0.02,0.02,0.0,2.2,187,2,0,0.5,0.0,2023-12-27,64,13,0,0,0,0,19,0,13671,1,3,1,2.0,1,2160,2371,211,44,True,1,0,0,0.0,68,Everton,Manchester City,1,3,22081,2023,633100,0.0,0,0,0,0.0,0.0,0.0,5,2,19,0.3,MID,0.33,0.01,0.05,0.04,0.16,0.0,0.33,2.73,11.07,8.63,7.67,22.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.67,2.33,0.33,0.67,0.04,0.06,0.0,0.67,0.33,0.04,0.23,0.14,0.1,3749.33,1.0,0.18,0.24,0.65
0,0,2,0,15.8,244,0.04,0.04,0.0,0.22,200,0,0,1.9,3.6,2023-12-30,27,20,0,0,0,0,20,0,14445,0,0,3,0.0,1,817,1465,648,44,False,0,0,0,0.0,22,Wolverhampton Wanderers,Everton,3,0,22094,2023,633487,0.0777393504977226,0,1,0,0.0,0.1334041357040405,0.0556647889316082,2,2,20,1.5,MID,0.33,0.02,0.06,0.04,0.89,0.67,0.33,2.9,11.07,10.07,8.33,43.33,0.0,0.0,0.0,0.0,0.67,0.0,0.33,1.33,1.0,2.67,0.33,0.67,0.04,0.06,0.0,0.67,0.33,0.04,0.23,0.14,0.2,8306.33,1.0,0.4,0.29,0.38
0,0,1,0,1.0,244,0.01,0.07,0.06,0.65,263,2,0,3.4,6.8,2024-03-02,10,19,0,0,0,0,27,0,11338,0,3,1,26.0,1,-147,9,156,44,True,0,0,2,0.0549066551029682,6,Everton,West Ham,1,3,22157,2023,644847,0.0,0,0,0,0.0549066551029682,0.1489060670137405,0.093999408185482,2,2,27,0.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48,0.28,0.29
0,0,2,0,1.7,244,0.03,0.09,0.06,0.35,278,0,0,2.9,8.0,2024-03-09,29,14,0,0,0,0,28,0,11367,0,0,2,19.0,1,3,96,93,44,False,0,0,2,0.0948101431131362,25,Manchester United,Everton,2,0,22172,2023,646336,0.0,0,0,0,0.0948101431131362,0.0,0.0,2,4,28,0.5,MID,0.0,0.0,0.02,0.02,0.22,0.67,0.0,1.13,2.27,0.33,8.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.33,0.0,0.67,0.02,0.0,0.0,0.0,0.0,0.02,0.05,0.03,0.07,3779.33,1.0,0.54,0.26,0.26
0,0,4,0,1.9,244,0.0,0.0,0.0,0.0,292,1,0,0.8,3.6,2024-03-30,18,3,0,0,0,0,30,0,11372,0,1,2,2.0,1,3,97,94,44,False,0,0,0,0.0,16,Bournemouth,Everton,2,1,22185,2023,649763,0.0,0,0,0,0.0,0.0588617213070392,0.0588617213070392,2,2,30,1.0,MID,0.0,0.01,0.05,0.04,0.33,0.67,0.0,2.1,4.93,0.9,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.67,0.0,1.33,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.03,0.23,7568.33,1.0,0.48,0.27,0.31
0,0,2,0,11.4,244,0.0,0.0,0.0,1.12,310,0,0,1.9,5.2,2024-04-02,30,15,0,0,0,0,31,0,11384,0,1,1,2.0,1,5,66,61,44,False,0,0,0,0.0,26,Newcastle United,Everton,1,1,22202,2023,651030,0.0,0,0,0,0.0,0.0387081652879715,0.0387081652879715,2,4,31,1.0,MID,0.0,0.01,0.03,0.02,0.12,0.33,0.0,1.23,3.87,1.2,7.0,15.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,0.67,0.0,0.67,0.03,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.5,7579.67,1.0,0.5,0.26,0.29
0,0,4,1,3.1,244,0.04,0.07,0.03,0.46,314,0,0,1.5,9.0,2024-04-06,90,6,0,0,0,0,32,0,11380,1,0,1,3.0,2,-14,95,109,44,True,1,0,1,0.0301341153681278,90,Everton,Burnley,1,0,22208,2023,651716,0.0,0,0,0,0.0301341153681278,0.0637730211019516,0.0637730211019516,2,2,32,1.7,MID,0.0,0.0,0.0,0.0,0.37,0.33,0.0,0.9,2.93,4.43,1.33,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.67,7585.33,2.0,0.61,0.25,0.21
0,0,9,0,6.5,244,0.06,0.1,0.04,1.6,325,2,0,1.2,3.0,2024-04-15,45,7,0,0,0,0,33,0,11500,0,0,6,2.0,1,89,182,93,44,False,0,0,1,0.0267291404306888,39,Chelsea,Everton,6,0,22219,2023,654325,0.0,0,0,0,0.0267291404306888,0.0267291404306888,0.0,2,3,33,1.2,MID,0.33,0.01,0.02,0.01,0.53,0.33,0.0,1.4,5.93,5.47,2.33,46.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.67,1.33,1.33,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.01,0.05,0.05,1.23,11378.67,1.0,0.62,0.23,0.21
0,0,7,1,6.8,244,0.01,0.01,0.0,0.73,334,0,0,0.6,0.0,2024-04-21,66,16,0,0,0,0,34,0,11610,1,0,2,0.0,3,69,227,158,44,True,0,0,0,0.0,69,Everton,Nottingham Forest,2,0,22228,2023,655265,0.0,0,0,0,0.0,0.1595921218395233,0.1595921218395233,2,2,34,2.1,MID,0.33,0.03,0.06,0.02,1.06,0.67,0.0,1.53,5.73,7.0,2.33,55.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,2.67,1.33,0.0,0.67,0.02,0.0,0.0,0.0,0.0,0.02,0.04,0.03,1.3,11421.33,3.0,0.5,0.28,0.29
