goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,1,0.9746790528297424,74,FW,Tottenham,Ipswich,1,2,2024-11-10,26709,2024,687306,0.5974003076553345,1,2,1,0.9746790528297424,1.572079300880432,0.0
1,0,0,0.0,77,FW,Ipswich,Leicester,1,1,2024-11-02,26695,2024,685001,0.0330637209117412,0,1,0,0.0,0.105215199291706,0.0721514821052551
2,1,2,0.4391279220581054,9,Sub,Brentford,Ipswich,4,3,2024-10-26,26685,2024,683017,0.0,0,0,1,0.4391279220581054,0.4391279220581054,0.0
3,0,3,0.1605926752090454,85,FW,Ipswich,Everton,0,2,2024-10-19,26674,2024,681422,0.0,0,0,0,0.1605926752090454,0.1605926752090454,0.0
4,1,2,0.3282493054866791,86,FW,West Ham,Ipswich,4,1,2024-10-05,26665,2024,679508,0.0756841227412223,0,2,1,0.3282493054866791,0.3889530897140503,0.0577719435095787
5,2,3,0.9214789867401124,90,FW,Ipswich,Aston Villa,2,2,2024-09-29,26659,2024,678369,0.0,0,0,2,0.9214789867401124,1.345187067985535,0.4237081110477447
6,0,1,0.0353469997644424,75,FW,Southampton,Ipswich,1,1,2024-09-21,26643,2024,675650,0.0,0,0,0,0.0353469997644424,0.5098406076431274,0.4744936227798462
7,0,1,0.5234449505805969,62,FW,Brighton,Ipswich,0,0,2024-09-14,26633,2024,673666,0.0,0,0,0,0.5234449505805969,0.5234449505805969,0.0
8,1,4,0.4017989337444305,83,FW,Ipswich,Fulham,1,1,2024-08-31,26625,2024,671790,0.0535666979849338,0,1,1,0.4017989337444305,0.1676815748214721,0.0
9,0,0,0.0,88,FW,Manchester City,Ipswich,4,1,2024-08-24,26615,2024,668096,0.0,0,0,0,0.0,0.0,0.0
10,0,0,0.0,75,FW,Ipswich,Liverpool,0,2,2024-08-17,26603,2024,666242,0.1242834031581878,0,2,0,0.0,0.1242834031581878,0.0
11,0,0,0.0,7,Sub,Norwich,Manchester City,0,4,2022-02-12,16623,2021,512875,0.0,0,0,0,0.0,0.0,0.0
12,0,1,0.0640852004289627,39,Sub,Manchester City,Leicester,2,5,2020-09-27,14112,2020,418257,0.0,0,0,0,0.0640852004289627,0.0640852004289627,0.0
