assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,4,0,11.2,598,0.05,0.17,0.12,0.89,50,2,0,2.5,4.6,2023-09-16,30,11,0,0,0,0,5,0,20072,0,3,1,9.0,0,-1773,565,2338,44,True,0,0,1,0.0478802621364593,28,Wolverhampton Wanderers,Liverpool,1,3,21935,2023,610064,0.0833043232560157,0,1,0,0.0478802621364593,0.1311845779418945,0.0,4,2,5,-0.5,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,0,0.7,598,0.0,0.0,0.0,1.64,58,1,0,0.8,7.6,2023-09-23,45,12,0,0,0,0,6,0,19449,0,1,1,0.0,1,-829,640,1469,44,False,0,0,0,0.0,39,Luton,Wolverhampton Wanderers,1,1,21945,2023,612203,0.0,0,0,0,0.0,0.0,0.0,2,2,6,0.7,DEF,0.0,0.02,0.06,0.04,0.3,0.67,0.0,0.83,1.53,3.73,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.33,0.02,0.03,0.0,0.33,0.0,0.02,0.04,0.0,-0.17,6690.67
0,0,3,0,0.3,598,0.0,0.0,0.0,0.14,70,0,0,0.8,7.2,2023-09-30,16,13,0,0,0,0,7,0,18780,0,1,2,0.0,1,-724,674,1398,43,True,0,0,0,0.0,13,Wolverhampton Wanderers,Manchester City,2,1,21961,2023,614610,0.0,0,0,0,0.0,0.0,0.0,5,2,7,-0.3,DEF,0.0,0.02,0.06,0.04,0.84,1.0,0.0,1.1,4.07,3.97,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.67,0.33,0.0,0.33,0.02,0.03,0.0,0.33,0.0,0.02,0.04,0.0,0.07,13173.67
0,0,5,0,0.9,598,0.0,0.0,0.0,1.1,80,1,0,0.6,5.0,2023-10-08,45,2,0,0,0,0,8,0,19107,0,1,1,0.0,1,117,1215,1098,43,True,0,0,0,0.0,40,Wolverhampton Wanderers,Aston Villa,1,1,21974,2023,616988,0.0,0,0,0,0.0,0.2257427275180816,0.2257427275180816,3,2,8,1.0,DEF,0.0,0.02,0.06,0.04,0.89,1.0,0.0,1.37,6.47,4.07,3.0,30.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.33,0.67,0.0,0.33,0.02,0.03,0.0,0.33,0.0,0.02,0.04,0.0,-0.03,19433.67
0,0,13,0,38.9,598,0.28,0.28,0.0,0.61,82,1,0,6.9,18.4,2023-10-21,90,3,0,0,0,0,9,0,20352,1,2,1,12.0,2,993,1966,973,43,False,0,0,0,0.0,90,Bournemouth,Wolverhampton Wanderers,1,2,21975,2023,618050,0.2337456345558166,0,3,0,0.0,0.2484196126461029,0.2484196126461029,2,2,9,1.3,DEF,0.0,0.0,0.0,0.0,0.96,0.67,0.0,0.73,6.6,0.63,0.0,35.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.47,19112.0
0,0,-2,0,0.3,598,0.0,0.0,0.0,0.24,120,0,0,0.0,0.0,2023-11-11,23,18,0,0,0,0,12,0,19552,0,1,2,0.0,0,-682,376,1058,43,True,1,0,0,0.0,18,Wolverhampton Wanderers,Tottenham,2,1,22014,2023,622999,0.0,0,0,0,0.0,0.0,0.0,3,2,12,0.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,7,0,10.8,598,0.11,0.24,0.13,1.98,124,2,0,4.0,8.6,2023-11-27,71,10,0,0,0,0,13,0,19271,0,2,3,21.0,1,-407,480,887,43,False,0,0,1,0.0697897225618362,72,Fulham,Wolverhampton Wanderers,3,2,22018,2023,626128,0.0535314232110977,0,1,0,0.0697897225618362,0.5841026902198792,0.4607815742492676,2,3,13,0.3,DEF,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.1,0.0,7.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6517.33
0,0,5,0,12.3,598,0.01,0.01,0.0,1.31,131,0,0,1.5,2.6,2023-12-02,28,1,0,0,0,0,14,0,19134,0,1,2,0.0,1,-194,392,586,43,False,0,0,0,0.0,21,Arsenal,Wolverhampton Wanderers,2,1,22026,2023,626651,0.0589279122650623,0,1,0,0.0,0.0589279122650623,0.0589279122650623,2,5,14,0.0,DEF,0.0,0.04,0.08,0.04,0.74,0.67,0.0,1.33,2.87,3.7,7.0,31.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,1.67,0.33,0.0,0.33,0.02,0.02,0.0,0.33,0.0,0.02,0.19,0.15,0.1,12941.0
0,0,3,0,0.0,598,0.0,0.0,0.0,0.0,149,0,0,0.1,1.2,2023-12-05,1,6,0,0,0,0,15,0,19216,0,0,1,0.0,1,-4,524,528,43,True,0,0,0,0.0,1,Wolverhampton Wanderers,Burnley,1,0,22042,2023,627884,0.0,0,0,0,0.0,0.0,0.0,2,2,15,1.3,DEF,0.0,0.04,0.08,0.04,1.18,0.67,0.0,1.83,3.73,7.8,7.0,40.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.33,2.33,0.67,0.0,0.33,0.02,0.04,0.0,0.67,0.0,0.02,0.21,0.17,0.1,19319.0
0,0,2,0,1.6,598,0.01,0.01,0.0,0.48,160,0,0,0.2,0.4,2023-12-09,21,16,0,0,0,0,16,0,19064,0,1,1,0.0,1,-205,358,563,43,True,0,0,0,0.0,15,Wolverhampton Wanderers,Nottingham Forest,1,1,22054,2023,628793,0.0,0,0,0,0.0,0.0,0.0,2,2,16,0.8,DEF,0.0,0.04,0.08,0.04,1.1,0.67,0.0,1.87,4.13,7.7,7.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.33,0.02,0.04,0.0,0.67,0.0,0.02,0.21,0.17,0.53,19207.0
