assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,12,0,15.6,499,0.04,0.05,0.01,0.9,10,1,0,2.9,7.0,2024-08-19,77,False,11,0,0,0,0,1,0,23419,1,1,1,6.0,2,0,0,0,50,False,0,0,1,0.0193264540284872,79,Leicester,Tottenham,1,1,26611,2024,667460,0.1183813959360122,0,1,0,0.0193264540284872,0.2736666798591614,0.2543402016162872,4.0,2.0,1.0,2.1,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,0,0.5,499,0.0,0.0,0.0,0.0,19,0,0,0.6,3.8,2024-08-24,23,False,8,0,0,0,0,2,0,25577,0,0,4,2.0,1,-675,2361,3036,50,True,0,0,0,0.0,20,Tottenham,Everton,4,0,26617,2024,667987,0.0,0,0,0,0.0,0.0,0.0,2.0,4.0,2.0,1.5,MID,0.0,0.04,0.05,0.01,0.9,1.0,0.0,2.9,7.0,15.6,6.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.02,0.12,0.0,1.0,0.0,0.02,0.27,0.25,2.1,23419.0
0,0,16,0,8.3,499,0.08,0.15,0.07,0.49,28,1,0,3.9,16.8,2024-09-01,45,False,15,0,0,0,0,3,0,21449,1,1,2,14.0,0,-4561,1190,5751,49,False,1,0,2,0.0441133975982666,51,Newcastle United,Tottenham,2,1,26629,2024,672476,0.0,0,0,0,0.0441133975982666,0.1885571479797363,0.1444437503814697,4.0,4.0,3.0,0.5,MID,0.0,0.04,0.05,0.01,0.9,1.0,0.0,3.5,10.8,16.1,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,1.0,0.02,0.12,0.0,1.0,0.0,0.02,0.27,0.25,3.6,48996.0
0,0,7,0,12.1,499,0.01,0.06,0.05,0.0,39,0,0,2.8,8.2,2024-09-15,22,False,1,0,0,0,0,4,0,22239,0,1,0,8.0,1,-494,4244,4738,49,True,0,0,2,0.0359823703765869,19,Tottenham,Arsenal,0,1,26640,2024,674317,0.0266771297901868,0,1,0,0.0359823703765869,0.1104426309466362,0.0477831326425075,4.0,4.0,4.0,0.0,MID,0.0,0.12,0.2,0.08,1.39,2.0,0.0,7.4,27.6,24.4,22.0,145.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,7.0,3.0,0.0,3.0,0.06,0.12,0.0,1.0,0.0,0.06,0.46,0.4,4.1,70445.0
0,0,1,0,1.4,499,0.02,0.02,0.0,0.0,49,0,0,0.3,0.0,2024-09-21,20,False,4,0,0,0,0,5,0,21457,0,1,3,2.0,1,-1093,1281,2374,49,True,0,0,0,0.0,16,Tottenham,Brentford,3,1,26648,2024,675788,0.0,0,0,0,0.0,0.0,0.0,2.0,4.0,5.0,0.8,MID,0.0,0.09,0.21,0.12,0.49,1.0,0.0,7.3,28.8,20.9,24.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,2.0,0.0,4.0,0.08,0.03,0.0,1.0,0.0,0.08,0.3,0.19,2.0,69265.0
1,0,12,0,10.6,499,0.0,0.47,0.47,0.19,57,0,0,3.8,15.2,2024-09-29,13,False,14,0,0,0,0,6,0,19681,0,3,0,12.0,4,-1949,862,2811,49,False,0,0,2,0.509319007396698,8,Manchester United,Tottenham,0,3,26660,2024,678670,0.9579878449440002,1,2,0,0.509319007396698,0.4888429641723633,0.0,4.0,3.0,6.0,1.5,MID,0.0,0.11,0.23,0.12,0.49,1.0,0.0,7.0,25.0,21.8,24.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,2.0,0.0,4.0,0.08,0.03,0.0,1.0,0.0,0.08,0.3,0.19,1.3,65145.0
0,0,4,0,0.1,499,0.0,0.0,0.0,0.02,64,0,0,0.1,0.4,2024-10-06,11,False,5,0,0,0,0,7,0,20842,0,2,3,0.0,1,651,2672,2021,49,False,0,0,0,0.0,9,Brighton,Tottenham,3,2,26671,2024,680446,0.0,0,0,0,0.0,0.0,0.0,4.0,3.0,7.0,1.8,MID,0.0,0.03,0.55,0.52,0.19,0.0,0.0,6.9,23.4,24.1,22.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,0.0,4.0,0.55,0.98,1.0,3.0,0.0,0.55,0.6,0.05,2.3,63377.0
1,0,19,0,13.8,499,0.01,0.01,0.0,0.54,79,0,0,4.2,28.6,2024-10-19,45,False,19,0,0,0,0,8,0,20111,0,1,4,0.0,4,-892,1153,2045,49,True,0,0,0,0.0,43,Tottenham,West Ham,4,1,26672,2024,680953,0.1132320240139961,1,1,0,0.0,0.2050013691186905,0.0917693525552749,2.0,4.0,8.0,3.5,MID,0.0,0.02,0.49,0.47,0.21,0.0,0.0,4.2,15.6,12.1,14.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,2.0,0.51,0.96,1.0,2.0,0.0,0.51,0.49,0.0,4.1,61980.0
0,0,6,0,4.1,499,0.02,0.02,0.0,0.08,86,0,0,0.8,3.4,2024-10-27,28,False,7,0,0,0,0,9,0,20647,0,0,1,0.0,1,294,1383,1089,49,False,0,0,0,0.0,22,Crystal Palace,Tottenham,1,0,26689,2024,683505,0.0,0,0,0,0.0,0.0,0.0,4.0,3.0,9.0,3.0,MID,0.0,0.01,0.48,0.47,0.75,0.0,0.0,8.1,44.2,24.5,12.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,9.0,0.0,2.0,0.51,1.07,2.0,3.0,0.0,0.51,0.69,0.09,6.8,60634.0
0,0,17,0,8.5,499,0.09,0.19,0.1,1.86,99,1,0,3.3,13.6,2024-11-03,90,False,2,0,0,0,0,10,0,21294,1,1,4,11.0,2,436,1989,1553,48,True,0,0,4,0.0539264306426048,90,Tottenham,Aston Villa,4,1,26700,2024,685519,0.0,0,0,0,0.0539264306426048,1.1504062414169312,1.1237443685531616,3.0,4.0,10.0,2.8,MID,0.0,0.03,0.03,0.0,0.64,0.0,0.0,5.1,32.4,18.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,0.11,1.0,1.0,0.0,0.0,0.21,0.09,8.3,61600.0
