assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0.0,0.0,5.0,0.0,0.8,655.0,0.0,0.0,0.0,0.38,40.0,0.0,0.0,1.1,2.2,2024-09-15,4.0,False,15.0,0.0,0.0,0.0,0.0,4.0,0.0,535.0,0.0,2.0,1.0,8.0,1.0,149.0,210.0,61.0,55.0,True,0.0,0.0,0.0,0.0,2.0,Wolverhampton Wanderers,Newcastle United,1.0,2.0,26641.0,2024.0,674623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.5,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0,0.0,0.8,655.0,0.01,0.12,0.11,0.98,60.0,1.0,0.0,0.9,0.0,2024-09-28,38.0,False,12.0,0.0,0.0,0.0,0.0,6.0,0.0,996.0,0.0,2.0,1.0,9.0,0.0,-92.0,89.0,181.0,55.0,True,1.0,0.0,1.0,0.1107324287295341,33.0,Wolverhampton Wanderers,Liverpool,1.0,2.0,26658.0,2024.0,678061.0,0.0,0.0,0.0,0.0,0.1107324287295341,0.1107324287295341,0.0,5.0,2.0,6.0,-0.2,MID,0.0,0.0,0.0,0.0,0.38,0.0,0.0,1.1,2.2,0.8,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,535.0
0.0,0.0,14.0,0.0,16.7,655.0,0.07,0.07,0.0,2.69,63.0,4.0,0.0,3.5,14.2,2024-10-05,67.0,False,4.0,0.0,0.0,0.0,0.0,7.0,0.0,1382.0,1.0,3.0,5.0,4.0,1.0,153.0,318.0,165.0,55.0,False,1.0,0.0,0.0,0.0,72.0,Brentford,Wolverhampton Wanderers,5.0,3.0,26667.0,2024.0,679566.0,0.0350774861872196,0.0,1.0,0.0,0.0,0.1746376901865005,0.1395602077245712,2.0,4.0,7.0,0.5,MID,0.0,0.01,0.12,0.11,1.36,1.0,0.0,2.0,2.2,1.6,17.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,1.3,1531.0
0.0,0.0,3.0,0.0,0.6,655.0,0.0,0.0,0.0,0.62,80.0,1.0,0.0,0.5,2.0,2024-10-20,23.0,False,13.0,0.0,0.0,0.0,0.0,8.0,0.0,1641.0,0.0,2.0,1.0,2.0,1.0,-30.0,150.0,180.0,55.0,True,0.0,0.0,0.0,0.0,21.0,Wolverhampton Wanderers,Manchester City,1.0,2.0,26681.0,2024.0,681887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,-0.3,MID,0.0,0.08,0.19,0.11,3.67,5.0,0.0,4.4,14.2,17.5,13.0,105.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,1.0,0.0,1.0,0.11,0.04,0.0,1.0,0.0,0.11,0.29,0.14,0.3,2378.0
0.0,0.0,1.0,0.0,1.6,655.0,0.01,0.01,0.0,0.26,84.0,1.0,0.0,0.4,0.0,2024-10-26,49.0,False,5.0,0.0,0.0,0.0,0.0,9.0,0.0,1897.0,0.0,2.0,2.0,4.0,1.0,129.0,262.0,133.0,55.0,False,0.0,0.0,0.0,0.0,40.0,Brighton,Wolverhampton Wanderers,2.0,2.0,26686.0,2024.0,683051.0,0.0,0.0,0.0,0.0,0.0,0.1588069200515747,0.1588069200515747,2.0,3.0,9.0,0.8,MID,0.0,0.08,0.19,0.11,4.29,6.0,0.0,4.9,16.2,18.1,15.0,128.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,7.0,2.0,0.0,1.0,0.11,0.04,0.0,1.0,0.0,0.11,0.29,0.14,0.0,4019.0
0.0,0.0,1.0,0.0,0.6,655.0,0.0,0.0,0.0,0.89,130.0,1.0,0.0,0.2,1.2,2024-11-30,26.0,False,3.0,0.0,0.0,0.0,0.0,13.0,0.0,2616.0,0.0,4.0,2.0,0.0,1.0,11.0,202.0,191.0,55.0,True,0.0,0.0,0.0,0.0,18.0,Wolverhampton Wanderers,Bournemouth,2.0,4.0,26731.0,2024.0,689971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,0.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0,655.0,0.0,0.0,0.0,0.34,167.0,0.0,0.0,0.2,2.0,2024-12-22,1.0,False,11.0,0.0,0.0,0.0,0.0,17.0,0.0,2729.0,0.0,3.0,0.0,0.0,1.0,-105.0,65.0,170.0,55.0,False,0.0,0.0,0.0,0.0,1.0,Leicester,Wolverhampton Wanderers,0.0,3.0,26770.0,2024.0,695688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,0.3,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,0.0,2.2,655.0,0.01,0.05,0.04,0.82,189.0,0.0,0.0,0.9,1.2,2024-12-29,12.0,False,18.0,0.0,0.0,0.0,0.0,19.0,0.0,2799.0,0.0,2.0,2.0,6.0,1.0,-26.0,122.0,148.0,55.0,False,0.0,0.0,1.0,0.0348174199461936,9.0,Tottenham,Wolverhampton Wanderers,2.0,2.0,26790.0,2024.0,696761.0,0.0,0.0,0.0,0.0,0.0348174199461936,0.0,0.0,2.0,4.0,19.0,-0.2,MID,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2729.0
0.0,0.0,2.0,0.0,0.8,655.0,0.0,0.0,0.0,1.06,200.0,1.0,0.0,0.6,3.0,2025-01-06,15.0,False,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2942.0,0.0,3.0,0.0,2.0,1.0,2.0,163.0,161.0,55.0,True,0.0,0.0,0.0,0.0,13.0,Wolverhampton Wanderers,Nottingham Forest,0.0,3.0,26801.0,2024.0,697811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,20.0,0.5,MID,0.0,0.01,0.05,0.04,1.16,0.0,0.0,1.1,3.2,2.2,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,5528.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,0.0,0.01,0.05,0.04,1.88,1.0,0.0,1.5,4.2,3.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.3,5741.0
