assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,21,0,17.0,527,0.04,0.83,0.79,1.76,7,1,1,7.4,40.4,2024-08-17,73,2,0,0,0,0,1,0,139323,1,2,1,17.0,6,0,0,0,60,True,1,1,1,0.7611688375473022,77,West Ham,Aston Villa,1,2,26608,2024,666455,0.0766145586967468,0,1,0,0.0,0.2466092854738235,0.2466092854738235,3,2,1,2.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,13,1,7.8,527,0.02,0.15,0.13,1.35,14,0,0,3.0,13.0,2024-08-24,90,7,0,0,0,0,2,0,224261,1,2,0,9.0,3,35655,53577,17922,60,False,0,0,3,0.1127109229564666,90,Crystal Palace,West Ham,0,2,26613,2024,667936,0.0,0,0,0,0.1127109229564666,0.3392356932163238,0.2449072897434234,2,2,2,4.5,MID,0.0,0.04,0.83,0.79,1.76,1.0,1.0,7.4,40.4,17.0,17.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,0.76,0.08,0.0,1.0,0.0,0.0,0.25,0.25,2.2,139323.0
0,0,9,0,7.4,527,0.07,0.07,0.0,3.0,30,3,0,1.7,6.0,2024-08-31,90,13,0,0,0,0,3,0,209489,1,3,1,4.0,2,-21398,30924,52322,60,True,0,0,0,0.0,90,West Ham,Manchester City,1,3,26628,2024,672009,0.0,0,0,0,0.0,0.1760442107915878,0.1760442107915878,5,2,3,2.7,MID,1.0,0.06,0.98,0.92,3.11,1.0,1.0,10.4,53.4,24.8,26.0,163.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,9.0,1.0,4.0,0.87,0.08,0.0,1.0,0.0,0.11,0.59,0.49,6.7,363584.0
0,0,-2,0,16.1,527,0.07,0.09,0.02,0.76,35,0,0,1.7,0.0,2024-09-14,45,9,0,0,0,0,4,0,216466,0,1,1,1.0,1,-3300,35030,38330,60,False,0,0,1,0.0163952279835939,43,Fulham,West Ham,1,1,26634,2024,673759,0.0409999378025531,0,1,0,0.0163952279835939,0.0163952279835939,0.0,2,3,4,3.0,MID,1.0,0.13,1.05,0.92,6.11,4.0,1.0,12.1,59.4,32.2,30.0,253.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,2.0,11.0,1.0,4.0,0.87,0.08,0.0,1.0,0.0,0.11,0.76,0.67,9.4,573073.0
0,0,7,0,16.4,527,0.06,0.14,0.08,1.51,50,3,0,3.9,3.6,2024-09-21,71,6,0,0,0,0,5,0,200514,1,3,0,19.0,2,-18021,10261,28282,60,True,0,0,2,0.1035387888550758,74,West Ham,Chelsea,0,3,26642,2024,675282,0.0315028727054595,0,1,0,0.1035387888550758,0.0,0.0,4,2,5,2.0,MID,1.0,0.16,0.31,0.15,5.11,3.0,0.0,6.4,19.0,31.3,14.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,6.0,0.0,4.0,0.13,0.04,0.0,1.0,0.0,0.13,0.53,0.42,10.2,650216.0
0,0,11,0,31.3,527,0.07,0.1,0.03,0.33,53,1,0,4.4,9.4,2024-09-28,75,4,0,0,0,0,6,0,180705,1,1,1,3.0,2,-21942,9518,31460,60,False,0,0,1,0.0103592574596405,77,Brentford,West Ham,1,1,26656,2024,677883,0.0774367973208427,0,2,0,0.0103592574596405,0.0991795286536216,0.0364589132368564,2,3,6,1.7,MID,0.0,0.2,0.3,0.1,5.27,6.0,0.0,7.3,9.6,39.9,24.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,5.0,0.0,3.0,0.12,0.07,0.0,2.0,0.0,0.12,0.19,0.18,7.7,626469.0
0,1,34,0,36.9,527,0.25,1.24,0.99,0.52,70,1,1,12.7,46.6,2024-10-05,82,10,0,0,0,0,7,0,173356,1,1,4,43.0,8,-9842,10979,20821,59,True,0,1,3,0.9657087326049804,86,West Ham,Ipswich,4,1,26665,2024,679489,0.2697394490242004,0,3,1,0.9657087326049804,2.068198680877685,0.9087799787521362,2,2,7,3.7,MID,0.0,0.2,0.33,0.13,2.6,4.0,0.0,10.0,13.0,63.8,23.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,4.0,0.13,0.15,0.0,4.0,0.0,0.13,0.12,0.04,6.7,597685.0
0,0,3,0,11.4,527,0.03,0.03,0.0,1.51,79,4,0,1.9,7.8,2024-10-19,60,18,0,0,0,0,8,0,172536,1,1,4,0.0,1,-3776,10487,14263,59,False,1,0,0,0.0,62,Tottenham,West Ham,4,1,26672,2024,680963,0.0551148056983947,0,1,0,0.0,0.0551148056983947,0.0,2,4,8,3.2,MID,0.0,0.38,1.48,1.1,2.36,5.0,1.0,21.0,59.6,84.6,65.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,12.0,1.0,6.0,1.08,0.38,0.0,6.0,1.0,1.08,2.17,0.95,7.4,554575.0
0,0,-3,0,5.8,527,0.07,0.11,0.04,1.48,90,0,0,0.8,0.0,2024-10-27,45,14,0,0,0,0,9,0,166116,1,1,2,6.0,0,-7312,5300,12612,59,True,1,0,1,0.0374443009495735,49,West Ham,Manchester United,2,1,26690,2024,683456,0.0,0,0,0,0.0374443009495735,0.0,0.0,3,2,9,3.0,MID,0.0,0.35,1.37,1.02,2.36,6.0,1.0,19.0,63.8,79.6,46.0,217.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,9.0,11.0,1.0,4.0,0.98,0.4,0.0,6.0,1.0,0.98,2.22,0.95,8.6,526597.0
0,0,6,0,5.6,527,0.02,0.08,0.06,2.17,97,3,0,2.3,10.2,2024-11-02,90,16,0,0,0,0,10,0,161554,1,0,3,7.0,1,-5979,9661,15640,59,False,1,0,1,0.0553152784705162,90,Nottingham Forest,West Ham,3,0,26698,2024,685077,0.0,0,0,0,0.0553152784705162,0.0,0.0,2,2,10,0.7,MID,0.0,0.35,1.38,1.03,3.51,5.0,1.0,15.4,54.4,54.1,49.0,187.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,10.0,9.0,1.0,4.0,1.0,0.32,0.0,4.0,1.0,1.0,2.12,0.91,9.9,512008.0
0,0,15,1,42.8,527,0.28,0.29,0.01,1.11,109,0,0,6.4,14.4,2024-11-09,90,8,0,0,0,0,11,0,157651,1,0,0,7.0,3,-4834,7713,12547,58,True,0,0,1,0.0127890650182962,90,West Ham,Everton,0,0,26710,2024,686640,0.320914626121521,0,3,0,0.0127890650182962,0.3722643852233886,0.0513497553765773,2,2,11,,,0.0,0.12,0.22,0.1,5.16,7.0,0.0,5.0,18.0,22.8,13.0,195.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,9.0,2.0,0.0,2.0,0.09,0.06,0.0,1.0,0.0,0.09,0.06,0.0,6.9,500206.0
