assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
1,0,26,1,38.1,342,0.2,0.33,0.13,1.01,9,0,0,10.0,32.0,2024-08-18,90,False,6,0,0,0,0,1,0,372293,1,2,0,30.0,6,0,0,0,65,False,0,0,2,0.1976241916418075,90,Chelsea,Manchester City,0,2,26610,2024,667033,0.7025853991508484,1,3,0,0.1976241916418075,0.9002096056938171,0.0,4.0,4.0,1.0,3.3,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,9,0,12.5,342,0.07,0.18,0.11,0.29,17,1,0,2.9,1.6,2024-08-24,90,False,10,0,0,0,0,2,0,688863,1,1,4,15.0,2,213046,252419,39373,66,True,0,0,1,0.0629864186048507,90,Manchester City,Ipswich,4,1,26615,2024,668078,0.0,0,0,0,0.0629864186048507,0.1094547286629676,0.1094547286629676,2.0,4.0,2.0,5.5,MID,1.0,0.2,0.33,0.13,1.01,0.0,0.0,10.0,32.0,38.1,30.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,2.0,0.2,0.7,1.0,3.0,0.0,0.2,0.9,0.0,3.3,372293.0
1,2,28,0,56.5,342,0.5,0.79,0.29,0.73,30,1,0,12.4,22.6,2024-08-31,90,False,19,0,0,0,0,3,0,602485,1,3,1,45.0,7,-90308,57245,147553,66,False,0,0,3,0.2248209714889526,90,West Ham,Manchester City,1,3,26628,2024,672025,0.799604594707489,1,4,0,0.2248209714889526,1.6046521663665771,1.1894667148590088,4.0,2.0,3.0,6.0,MID,1.0,0.27,0.51,0.24,1.3,1.0,0.0,12.9,33.6,50.6,45.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,8.0,0.0,3.0,0.26,0.7,1.0,3.0,0.0,0.26,1.01,0.11,8.8,1061156.0
0,0,3,0,0.2,342,0.0,0.0,0.0,0.04,37,0,0,0.0,0.0,2024-09-14,6,False,4,0,0,0,0,4,0,676001,0,1,2,0.0,1,40457,131224,90767,66,True,0,0,0,0.0,1,Manchester City,Brentford,2,1,26637,2024,673684,0.0,0,0,0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,MID,1.0,0.77,1.3,0.53,2.03,2.0,0.0,25.3,56.2,107.1,90.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,15.0,0.0,6.0,0.49,1.5,2.0,7.0,0.0,0.49,2.61,1.3,14.8,1663641.0
0,0,10,0,58.4,342,0.25,0.31,0.06,0.65,47,2,0,8.9,10.4,2024-09-22,90,False,1,0,0,0,0,5,0,597720,1,2,2,20.0,1,-78531,21923,100454,66,True,1,0,1,0.3948771357536316,90,Manchester City,Arsenal,2,2,26651,2024,676590,0.4412735402584076,0,5,0,0.3948771357536316,0.6489477157592773,0.5820590257644653,4.0,4.0,5.0,2.8,MID,0.0,0.57,0.97,0.4,1.06,2.0,0.0,15.3,24.2,69.2,60.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,10.0,0.0,4.0,0.29,0.8,1.0,4.0,0.0,0.29,1.71,1.3,16.5,1967349.0
0,0,15,0,15.8,342,0.14,0.23,0.09,1.57,58,1,0,6.4,12.6,2024-09-28,90,False,15,0,0,0,0,6,0,547491,1,1,1,36.0,2,-58313,37234,95547,65,False,0,0,2,0.1563838869333267,90,Newcastle United,Manchester City,1,1,26652,2024,677453,0.0876226276159286,0,1,0,0.1563838869333267,0.3816781938076019,0.1376716792583465,4.0,4.0,6.0,1.8,MID,0.0,0.75,1.1,0.35,1.42,3.0,0.0,21.3,33.0,115.1,65.0,186.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,5.0,9.0,0.0,4.0,0.62,1.24,1.0,9.0,0.0,0.62,2.25,1.77,13.8,1876206.0
1,2,34,0,74.0,342,0.32,0.52,0.2,2.6,69,2,0,15.6,38.6,2024-10-05,90,False,9,0,0,0,0,7,0,517674,1,2,3,43.0,6,-36286,40418,76704,65,True,1,0,2,0.136694997549057,90,Manchester City,Fulham,3,2,26664,2024,679457,0.5769336223602295,1,6,0,0.136694997549057,0.7136286497116089,0.0609546229243278,3.0,4.0,7.0,3.5,MID,0.0,0.39,0.54,0.15,2.26,3.0,0.0,15.3,23.0,74.4,56.0,186.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,4.0,0.0,3.0,0.55,0.53,0.0,6.0,0.0,0.55,1.03,0.72,9.6,1821212.0
0,0,10,0,17.8,342,0.17,0.52,0.35,0.97,80,1,0,7.9,8.6,2024-10-20,90,False,20,0,0,0,0,8,0,552074,1,2,1,53.0,2,24613,62088,37475,65,False,0,0,4,0.3428386747837066,90,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681897,0.096955306828022,0,1,0,0.3428386747837066,0.4975520074367523,0.1547133177518844,4.0,2.0,8.0,4.3,MID,0.0,0.71,1.06,0.35,4.82,5.0,0.0,30.9,61.6,148.2,99.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,6.0,9.0,0.0,5.0,0.69,1.11,1.0,12.0,0.0,0.69,1.74,0.78,8.1,1662885.0
0,0,16,1,27.7,342,0.07,0.07,0.0,0.21,89,0,0,4.8,12.0,2024-10-26,90,False,17,0,0,0,0,9,0,574664,1,0,1,8.0,3,20485,51822,31337,65,True,0,0,0,0.0,90,Manchester City,Southampton,1,0,26683,2024,682937,0.058423101902008,0,2,0,0.0,0.6122958660125732,0.5538727641105652,2.0,4.0,9.0,5.2,MID,0.0,0.63,1.27,0.64,5.14,4.0,0.0,29.9,59.8,107.6,132.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,10.0,0.0,8.0,0.64,0.76,1.0,8.0,0.0,0.64,1.59,0.35,9.6,1617239.0
0,0,11,0,21.3,342,0.13,0.22,0.09,2.04,91,2,0,4.4,8.0,2024-11-02,90,False,3,0,0,0,0,10,0,577328,1,1,2,15.0,2,-708,52915,53623,65,False,0,0,1,0.4221905171871185,90,Bournemouth,Manchester City,2,1,26692,2024,684986,0.024396913126111,0,1,0,0.4221905171871185,0.9692913889884948,0.5227039456367493,4.0,3.0,10.0,3.3,MID,1.0,0.56,1.11,0.55,3.78,3.0,0.0,28.3,59.2,119.5,104.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,11.0,0.0,6.0,0.48,0.73,1.0,9.0,0.0,0.48,1.82,0.77,13.0,1644412.0
