assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event
0,0,8,0,14.4,491,0.08,0.2,0.12,0.9,10,1,0,5.9,13.6,2024-08-19,77,11,0,0,0,0,1,0,64515,1,1,1,31.0,2,0,0,0,65,False,0,0,2,0.0708584487438201,79,FWR,Leicester,Tottenham,1,1,26611,2024,667463,0.1326984018087387,0,1,0,0.0708584487438201,0.1993587166070938,0.1993587166070938,4,2,1
0,0,3,1,2.4,491,0.03,0.21,0.18,1.0,19,0,0,1.7,0.6,2024-08-24,90,8,0,0,0,0,2,0,65871,1,0,4,14.0,3,-3718,5485,9203,65,True,0,0,1,0.3125296831130981,90,FWR,Tottenham,Everton,4,0,26617,2024,667983,0.0,0,0,0,0.3125296831130981,0.8033932447433472,0.490863561630249,2,4,2
1,0,16,0,2.8,491,0.06,0.43,0.37,1.08,28,1,0,7.3,8.8,2024-09-01,45,15,0,0,0,0,3,0,53310,0,1,2,61.0,4,-13683,2907,16590,64,False,0,0,2,0.4566710591316223,39,Sub,Newcastle United,Tottenham,2,1,26629,2024,672484,0.0,0,0,0,0.4566710591316223,0.4693533480167389,0.0758192762732505,4,4,3
0,0,8,0,16.8,491,0.07,0.34,0.27,0.73,39,1,0,5.9,9.2,2024-09-15,67,1,0,0,0,0,4,0,46647,1,1,0,33.0,2,-8470,3258,11728,64,True,0,0,4,0.2653958201408386,71,FWR,Tottenham,Arsenal,0,1,26640,2024,674312,0.0783182978630065,0,1,0,0.2653958201408386,0.3437141180038452,0.0,5,4,4
0,0,23,0,16.9,491,0.06,0.55,0.49,0.8,49,1,1,11.3,36.0,2024-09-21,69,4,0,0,0,0,5,0,47422,1,1,3,60.0,7,-240,4788,5028,64,True,0,1,6,0.6796867847442627,74,FWR,Tottenham,Brentford,3,1,26648,2024,675784,0.0975502505898475,0,1,1,0.6796867847442627,0.777237057685852,0.0975502505898475,2,4,5
1,1,36,1,13.7,491,0.15,1.12,0.97,0.77,57,0,1,10.3,35.6,2024-09-29,75,14,0,0,0,0,6,0,68706,1,3,0,54.0,11,19045,27334,8289,64,False,1,1,3,0.9876580834388732,81,FWR,Manchester United,Tottenham,0,3,26660,2024,678666,0.1329158097505569,0,1,1,0.9876580834388732,1.626908779144287,0.5322485566139221,4,3,6
0,0,26,0,22.1,491,0.01,0.7,0.69,1.82,64,3,1,9.4,44.4,2024-10-06,90,5,0,0,0,0,7,0,374477,1,2,3,27.0,7,289900,307083,17183,65,False,0,1,3,0.5186710357666016,90,FWR,Brighton,Tottenham,3,2,26671,2024,680442,0.094337485730648,0,2,1,0.5186710357666016,0.5754282474517822,0.0,4,3,7
0,0,0,0,22.7,491,0.04,0.93,0.89,0.78,79,1,0,7.2,2.8,2024-10-19,90,19,0,0,0,0,8,0,983486,1,1,4,46.0,2,584903,607511,22608,66,True,0,0,5,0.4946654736995697,90,FWR,Tottenham,West Ham,4,1,26672,2024,680948,0.0505384095013141,0,2,0,0.4946654736995697,0.5325013995170593,0.0401584096252918,2,4,8
0,0,4,0,15.2,491,0.05,0.32,0.27,0.83,86,1,0,4.3,6.0,2024-10-27,90,7,0,0,0,0,9,0,1137378,1,0,1,22.0,1,161213,228963,67750,67,False,1,0,3,0.2095745354890823,90,FWR,Crystal Palace,Tottenham,1,0,26689,2024,683500,0.3533931374549866,0,1,0,0.2095745354890823,0.6918981075286865,0.2875473201274872,4,2,9
0,1,30,0,2.5,491,0.03,0.62,0.59,1.86,99,1,1,8.4,38.6,2024-11-03,90,2,0,0,0,0,10,0,1042042,1,1,4,43.0,8,-89997,81662,171659,67,True,0,1,1,0.5867623686790466,90,FWR,Tottenham,Aston Villa,4,1,26700,2024,685522,0.0,0,0,1,0.5867623686790466,0.9502370357513428,0.3634746372699737,3,4,10
0,0,0,0,5.8,491,0.02,0.79,0.77,1.72,108,2,0,2.0,0.0,2024-11-10,83,10,0,0,0,0,11,0,1276547,1,2,1,21.0,2,213573,260191,46618,67,True,0,0,3,0.7062389850616455,88,FWR,Tottenham,Ipswich,1,2,26709,2024,687290,0.0,0,0,0,0.7062389850616455,0.8263448476791382,0.1201058477163314,2,4,11
