assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0,0,14,0,41.4,83,0.12,0.54,0.42,1.3,6,1,0,7.9,10.2,2024-08-17,90,16,0,0,0,0,1,0,14476,1,1,1,27.0,2,0,0,0,55,False,0,0,5,0.2693653106689453,90,Nottingham Forest,Bournemouth,1,1,26607,2024,666409,0.4283316135406494,0,3,0,0.2693653106689453,0.6428412795066833,0.0,2,2,1,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,32,0,48.8,83,0.04,0.88,0.84,1.56,12,1,1,13.0,46.4,2024-08-25,84,15,0,0,0,0,2,0,15285,1,1,1,35.0,9,-1331,673,2004,55,True,0,1,2,0.8897989988327026,88,Bournemouth,Newcastle United,1,1,26620,2024,668709,0.1668254435062408,0,4,1,0.8897989988327026,1.8981869220733645,0.9579110741615297,3,3,2,5.0,MID,0.0,0.12,0.54,0.42,1.3,1.0,0.0,7.9,10.2,41.4,27.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,0.27,0.43,0.0,3.0,0.0,0.27,0.64,0.0,2.0,14476.0,0.0,0.12,0.54,0.42,1.3,1.0,0.0,7.9,10.2,41.4,27.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,0.27,0.43,0.0,3.0,0.0,0.27,0.64,0.0,2.0,14476.0
0,0,6,0,30.8,83,0.22,0.88,0.66,1.97,24,2,0,13.3,21.0,2024-08-31,90,8,0,0,0,0,3,0,31663,1,3,2,81.0,2,11543,15632,4089,55,False,0,0,5,1.2918425798416138,90,Everton,Bournemouth,2,3,26624,2024,671773,0.1480759978294372,0,2,0,1.2918425798416138,2.326092004776001,1.0527276992797852,2,2,3,4.3,MID,0.0,0.16,1.42,1.26,2.86,2.0,1.0,20.9,56.6,90.2,62.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,11.0,1.0,7.0,1.16,0.6,0.0,7.0,1.0,1.16,2.54,0.96,7.0,29761.0,0.0,0.16,1.42,1.26,2.86,2.0,1.0,20.9,56.6,90.2,62.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,11.0,1.0,7.0,1.16,0.6,0.0,7.0,1.0,1.16,2.54,0.96,7.0,29761.0
0,0,9,1,34.7,83,0.26,0.36,0.1,0.48,32,0,0,7.4,14.8,2024-09-14,82,6,0,0,0,0,4,0,30733,1,1,0,24.0,3,-1922,7743,9665,55,True,0,0,2,0.0847443118691444,84,Bournemouth,Chelsea,0,1,26639,2024,674155,0.0846727415919303,0,2,0,0.0847443118691444,0.3064809143543243,0.1641299277544021,4,3,4,4.0,MID,0.0,0.38,2.3,1.92,4.83,4.0,1.0,34.2,77.6,121.0,143.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,13.0,1.0,12.0,2.45,0.74,0.0,9.0,1.0,2.45,4.87,2.01,11.3,61424.0,0.0,0.38,2.3,1.92,4.83,4.0,1.0,34.2,77.6,121.0,143.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,13.0,1.0,12.0,2.45,0.74,0.0,9.0,1.0,2.45,4.87,2.01,11.3,61424.0
0,0,17,0,41.8,83,0.07,0.09,0.02,2.06,46,3,0,6.0,16.0,2024-09-21,90,12,0,0,0,0,5,0,35852,1,0,3,2.0,2,3763,8482,4719,55,False,0,0,1,0.0141034815460443,90,Liverpool,Bournemouth,3,0,26645,2024,675706,0.1358899474143982,0,3,0,0.0141034815460443,0.1786699146032333,0.0666425079107284,2,5,5,3.5,MID,1.0,0.52,2.12,1.6,4.01,3.0,1.0,33.7,82.2,114.3,140.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,14.0,1.0,9.0,2.27,0.4,0.0,8.0,1.0,2.27,4.53,2.17,13.3,77681.0,1.0,0.64,2.66,2.02,5.31,4.0,1.0,41.6,92.4,155.7,167.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,16.0,1.0,14.0,2.54,0.83,0.0,11.0,1.0,2.54,5.17,2.17,15.3,92157.0
1,0,18,0,25.6,83,0.11,0.15,0.04,0.58,52,1,0,5.7,22.4,2024-09-30,75,17,0,0,0,0,6,0,46358,1,1,3,9.0,4,9278,16276,6998,55,True,1,0,1,0.0288081336766481,79,Bournemouth,Southampton,3,1,26661,2024,678930,0.5955068469047546,1,2,0,0.0288081336766481,0.3416845798492431,0.1880842745304107,2,3,6,3.5,MID,1.0,0.55,1.33,0.78,4.51,5.0,0.0,26.7,51.8,107.3,107.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,7.0,0.0,8.0,1.39,0.37,0.0,7.0,0.0,1.39,2.81,1.28,11.8,98248.0,1.0,0.71,2.75,2.04,7.37,7.0,1.0,47.6,108.4,197.5,169.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,18.0,1.0,15.0,2.55,0.96,0.0,14.0,1.0,2.55,5.35,2.24,18.8,128009.0
0,0,5,0,30.4,83,0.06,0.2,0.14,0.79,68,1,0,4.9,11.8,2024-10-05,90,11,0,0,0,0,7,0,47725,1,0,1,7.0,2,929,6946,6017,55,False,0,0,2,0.0638445317745208,90,Leicester,Bournemouth,1,0,26663,2024,679444,0.0797215849161148,0,2,0,0.0638445317745208,0.7589253783226013,0.6618643999099731,2,2,7,3.3,MID,1.0,0.44,0.6,0.16,3.12,4.0,0.0,19.1,53.2,102.1,35.0,247.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,9.0,0.0,4.0,0.13,0.82,1.0,7.0,0.0,0.13,0.83,0.42,11.0,112943.0,1.0,0.7,2.36,1.66,6.65,7.0,1.0,45.4,120.6,181.7,151.0,421.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,9.0,20.0,1.0,11.0,2.31,1.13,1.0,13.0,1.0,2.31,5.05,2.43,20.3,159891.0
0,0,5,1,14.4,83,0.03,0.23,0.2,0.26,71,0,0,4.8,9.0,2024-10-19,62,1,0,0,0,0,8,0,39474,1,0,2,25.0,3,-8512,1233,9745,55,True,0,0,3,0.4435671865940094,67,Bournemouth,Arsenal,2,0,26680,2024,681571,0.0281005073338747,0,1,0,0.4435671865940094,0.5068238973617554,0.0959952622652053,5,3,8,2.0,MID,0.0,0.24,0.44,0.2,3.43,5.0,0.0,16.6,50.2,97.8,18.0,255.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,8.0,0.0,4.0,0.11,0.81,1.0,7.0,0.0,0.11,1.28,0.92,10.3,129935.0,1.0,0.72,1.68,0.96,5.88,7.0,0.0,37.3,86.0,163.3,123.0,427.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,9.0,13.0,0.0,11.0,1.48,1.04,1.0,11.0,0.0,1.48,3.91,2.13,18.6,192331.0
1,0,12,0,26.2,83,0.07,0.11,0.04,0.48,82,1,0,4.7,18.8,2024-10-26,26,2,0,0,0,0,9,0,38258,0,1,1,2.0,3,-1808,2161,3969,55,False,1,0,1,0.0315578766167163,22,Aston Villa,Bournemouth,1,1,26684,2024,682989,0.0519735887646675,1,2,0,0.0315578766167163,0.0541498027741909,0.0,2,4,9,3.0,MID,1.0,0.2,0.58,0.38,1.63,2.0,0.0,15.4,43.2,70.4,41.0,227.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,9.0,0.0,6.0,0.54,0.7,1.0,5.0,0.0,0.54,1.61,0.95,8.8,133557.0,2.0,0.53,1.03,0.5,4.17,5.0,0.0,28.8,74.0,146.9,67.0,399.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,9.0,14.0,0.0,9.0,0.64,0.92,1.0,10.0,0.0,0.64,2.09,1.18,16.3,200142.0
0,0,9,0,18.8,83,0.15,0.21,0.06,0.93,91,1,0,2.7,7.6,2024-11-02,89,13,0,0,0,0,10,0,36216,1,1,2,1.0,2,-2514,2472,4986,55,True,0,0,1,0.0963025763630867,90,Bournemouth,Manchester City,2,1,26692,2024,684972,0.3113749623298645,0,1,0,0.0963025763630867,0.7677348256111145,0.3600572645664215,5,3,10,1.7,MID,1.0,0.16,0.54,0.38,1.53,2.0,0.0,14.4,39.6,71.0,34.0,178.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,8.0,0.0,6.0,0.54,0.16,1.0,5.0,0.0,0.54,1.32,0.76,8.3,125457.0,1.0,0.34,0.78,0.44,4.17,6.0,0.0,26.1,78.0,138.4,45.0,343.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,10.0,14.0,0.0,8.0,0.58,0.89,2.0,10.0,0.0,0.58,1.84,1.01,15.3,207667.0
